Iter, Clock_time, Time, Max_vel, Max_density, Mass, PE_tot, BPE_tot, BPE_from_int, Max_diss, Diss_tot, Max_u, KE_x, Max_w, KE_z, Enst_y_tot, Max_vort_y
801, 4.08734418099999974e+00, 5.63898916967512154e+00, 2.29057346173018817e-01, 5.36151430349315027e-03, 5.00250001920760951e+02, 1.22640450994566527e+03, 1.22631016511067537e+03, 2.28773909779198408e-05, 1.38106523804174458e-01, 7.73150390015305542e-04, 1.24102672652224744e-01, 3.09135973641957051e-01, 2.29057333164959187e-01, 1.47569914727148088e-01, 1.93287597503826653e-01, 8.53263506958279194e+00
802, 4.09124222300000007e+00, 5.64259927797837069e+00, 2.28703885856785055e-01, 5.33853043064837652e-03, 5.00250001920760951e+02, 1.22640447355039487e+03, 1.22631016631009243e+03, 2.28900844848692680e-05, 1.37977817253520513e-01, 7.73350403421298551e-04, 1.24107050683453693e-01, 3.09284478439923127e-01, 2.28703883099953736e-01, 1.47455029106695001e-01, 1.93337600855324782e-01, 8.48049575720299664e+00
803, 4.09520896499999942e+00, 5.64620938628161984e+00, 2.28340778971063751e-01, 5.42724429833009274e-03, 5.00250001920760781e+02, 1.22640443792676911e+03, 1.22631016365604410e+03, 2.29026552349501111e-05, 1.37022880433021910e-01, 7.73550222402569687e-04, 1.24110134116762749e-01, 3.09432199651370088e-01, 2.28340778871438249e-01, 1.47340155533732003e-01, 1.93387555600642108e-01, 8.44156133907834416e+00
804, 4.09919490199999981e+00, 5.64981949458486898e+00, 2.27967970345069132e-01, 5.49942971813628060e-03, 5.00250001920760951e+02, 1.22640440307129370e+03, 1.22631016633781223e+03, 2.29151370271418814e-05, 1.34932568728269531e-01, 7.73749822082295691e-04, 1.24111688448650476e-01, 3.09579145970972414e-01, 2.27967964970319265e-01, 1.47225288601201848e-01, 1.93437455520573870e-01, 8.43554493256750959e+00
805, 4.10320754899999951e+00, 5.65342960288811813e+00, 2.27585437831436338e-01, 5.55522405217281738e-03, 5.00250001920761065e+02, 1.22640436898046050e+03, 1.22631017033859007e+03, 2.29275659423993786e-05, 1.33095587955130601e-01, 7.73949160656418086e-04, 1.24111505092386568e-01, 3.09725326043473081e-01, 2.27585418967999553e-01, 1.47110422943372093e-01, 1.93487290164104403e-01, 8.39389050598169639e+00
806, 4.10710532099999970e+00, 5.65703971119136728e+00, 2.27193199130774987e-01, 5.59494509842223611e-03, 5.00250001920760894e+02, 1.22640433565074500e+03, 1.22631016767696383e+03, 2.29399793365664983e-05, 1.33066697531620481e-01, 7.74148186747206785e-04, 1.24109409210568247e-01, 3.09870748465847556e-01, 2.27193158370961962e-01, 1.46995553238888771e-01, 1.93537046686801634e-01, 8.31722174671438985e+00
807, 4.11100799200000022e+00, 5.66064981949461643e+00, 2.26791316647802776e-01, 5.61908475363700512e-03, 5.00250001920760951e+02, 1.22640430307862152e+03, 1.22631015882304973e+03, 2.29524148195967833e-05, 1.31875303636200453e-01, 7.74346847683709768e-04, 1.24105266633824471e-01, 3.10015421790355516e-01, 2.26791245500043315e-01, 1.46880674213817286e-01, 1.93586711920927523e-01, 8.28158091410320907e+00
808, 4.11490740699999957e+00, 5.66425992779786558e+00, 2.26417474346302217e-01, 5.62830033742908915e-03, 5.00250001920760894e+02, 1.22640427126056238e+03, 1.22631015073770527e+03, 2.29649092526351852e-05, 1.29556140230140199e-01, 7.74545097530196123e-04, 1.24098989570747137e-01, 3.10159354527786979e-01, 2.26417335228287636e-01, 1.46765780644471572e-01, 1.93636274382548962e-01, 8.28491716822577473e+00
809, 4.11879013999999977e+00, 5.66787003610111473e+00, 2.26080830994935339e-01, 5.62340371830478448e-03, 5.00250001920760951e+02, 1.22640424019304783e+03, 1.22631014657748665e+03, 2.29774977922517961e-05, 1.32629447917883447e-01, 7.74742903814850032e-04, 1.24090540857280607e-01, 3.10302555150241965e-01, 2.26080734886389689e-01, 1.46650867359877674e-01, 1.93685725953712556e-01, 8.42439707732364873e+00
810, 4.12266928699999990e+00, 5.67148014440436388e+00, 2.25734279693506817e-01, 5.60534841460520305e-03, 5.00250001920760951e+02, 1.22640420987256471e+03, 1.22631014389090410e+03, 2.29902130078313933e-05, 1.36607029080954789e-01, 7.74940252171092497e-04, 1.24083281446707938e-01, 3.10445032092899365e-01, 2.25734218945693788e-01, 1.46535929243779478e-01, 1.93735063042773381e-01, 8.54244725835571295e+00
811, 4.12664778099999996e+00, 5.67509025270761303e+00, 2.25377832287050744e-01, 5.57521487269022412e-03, 5.00250001920761008e+02, 1.22640418029561852e+03, 1.22631014650802945e+03, 2.30030840940454511e-05, 1.39586095231830076e-01, 7.75137148439300526e-04, 1.24088297044043797e-01, 3.10586793754423551e-01, 2.25377798984586597e-01, 1.46420961236162495e-01, 1.93784287109824926e-01, 8.62857675978395378e+00
812, 4.13057949600000018e+00, 5.67870036101086217e+00, 2.25011542577295276e-01, 5.53419415080134286e-03, 5.00250001920760894e+02, 1.22640415145873112e+03, 1.22631014229743687e+03, 2.30161361957279891e-05, 1.41577727160694833e-01, 7.75333618131406966e-04, 1.24092069525772106e-01, 3.10727848495831072e-01, 2.25011528596945537e-01, 1.46305958334334546e-01, 1.93833404532851888e-01, 8.68224847519220333e+00
813, 4.13450345700000010e+00, 5.68231046931411132e+00, 2.24635510646244513e-01, 5.48357025946521592e-03, 5.00250001920761008e+02, 1.22640412335844485e+03, 1.22631013881357717e+03, 2.30293898576135983e-05, 1.42921800857112202e-01, 7.75529703486063844e-04, 1.24094353377156727e-01, 3.10868204637847145e-01, 2.24635507739870594e-01, 1.46190915593660875e-01, 1.93882425871515884e-01, 8.70319737441321450e+00
814, 4.13839736100000000e+00, 5.68592057761736047e+00, 2.24249885098728868e-01, 5.42470142772437467e-03, 5.00250001920761065e+02, 1.22640409599132886e+03, 1.22631013205287491e+03, 2.30428606065383315e-05, 1.43148829889195972e-01, 7.75725458601944943e-04, 1.24094930314440133e-01, 3.11007870456941282e-01, 2.24249884992968357e-01, 1.46075828128084229e-01, 1.93931364650486382e-01, 8.69143274384168407e+00
815, 4.14237096599999965e+00, 5.68953068592060962e+00, 2.23854863291585326e-01, 5.36918311483419470e-03, 5.00250001920760837e+02, 1.22640406935397255e+03, 1.22631012712513575e+03, 2.30565586690884865e-05, 1.42525227894591183e-01, 7.75920943311983469e-04, 1.24093617192971933e-01, 3.11146854180351984e-01, 2.23854857796508072e-01, 1.45960691110572166e-01, 1.93980235827995839e-01, 8.64723756352254114e+00
816, 4.14640993300000016e+00, 5.69314079422385877e+00, 2.23450689715140954e-01, 5.34549228981838747e-03, 5.00250001920760610e+02, 1.22640404344299577e+03, 1.22631012354295990e+03, 2.30704888235067995e-05, 1.41094312755659257e-01, 7.76116216546442867e-04, 1.24090272927737444e-01, 3.11285163980515811e-01, 2.23450670834480947e-01, 1.45845499773631537e-01, 1.94029054136610868e-01, 8.61689837057212138e+00
817, 4.15027134599999936e+00, 5.69675090252710792e+00, 2.23037652771681555e-01, 5.43473638597481105e-03, 5.00250001920760837e+02, 1.22640401825503795e+03, 1.22631011874547562e+03, 2.30846503810779471e-05, 1.40620625876664879e-01, 7.76311329934524161e-04, 1.24084804143752753e-01, 3.11422807969340576e-01, 2.23037612808192204e-01, 1.45730249410008006e-01, 1.94077832483631196e-01, 8.57058585250708127e+00
818, 4.15427483599999992e+00, 5.70036101083035707e+00, 2.22616080252413501e-01, 5.50746276879171721e-03, 5.00250001920760894e+02, 1.22640399378676875e+03, 1.22631011623586437e+03, 2.30990372893097391e-05, 1.39792977129121587e-01, 7.76506322325416624e-04, 1.24077169319385824e-01, 3.11559794192783401e-01, 2.22616011903267658e-01, 1.45614935373651028e-01, 1.94126580581354291e-01, 8.52663410347145323e+00
819, 4.15820683299999949e+00, 5.70397111913360622e+00, 2.22202914441258198e-01, 5.56379925791942575e-03, 5.00250001920761179e+02, 1.22640397003487578e+03, 1.22631011858189254e+03, 2.31136383470386369e-05, 1.37815723135028767e-01, 7.76701215786159208e-04, 1.24067381241240018e-01, 3.11696130626149148e-01, 2.22202768403656686e-01, 1.45499553080994659e-01, 1.94175303946539674e-01, 8.52294783354764363e+00
820, 4.16216312400000010e+00, 5.70758122743685536e+00, 2.21843356976359235e-01, 5.60405344934856477e-03, 5.00250001920760951e+02, 1.22640394699607123e+03, 1.22631011398867599e+03, 2.31284375201017347e-05, 1.35705688847300970e-01, 7.76896013470241859e-04, 1.24055507652478081e-01, 3.11831825170478583e-01, 2.21843255810042383e-01, 1.45384098012552559e-01, 1.94224003367560349e-01, 8.48357891762668359e+00
821, 4.16605106699999972e+00, 5.71119133574010451e+00, 2.21474365262579520e-01, 5.62870659548187456e-03, 5.00250001920760837e+02, 1.22640392466708408e+03, 1.22631011671439501e+03, 2.31434143453686627e-05, 1.35621770689328847e-01, 7.77090699560952923e-04, 1.24041670044758065e-01, 3.11966885650261483e-01, 2.21474300445315381e-01, 1.45268565714799125e-01, 1.94272674890238306e-01, 8.40912793444043771e+00
822, 4.16999583800000018e+00, 5.71480144404335366e+00, 2.21096211829445083e-01, 5.63840516143555674e-03, 5.00250001920760440e+02, 1.22640390304466064e+03, 1.22631011554292218e+03, 2.31585444106154120e-05, 1.34361229074871830e-01, 7.77285241289043497e-04, 1.24026040614487382e-01, 3.12101319812618183e-01, 2.21096174992215233e-01, 1.45152951802274749e-01, 1.94321310322260632e-01, 8.37321537069720279e+00
823, 4.17396034500000024e+00, 5.71841155234660281e+00, 2.20709209945548823e-01, 5.63395019307071868e-03, 5.00250001920761122e+02, 1.22640388212555899e+03, 1.22631011309290943e+03, 2.31737998978239520e-05, 1.31960184717449025e-01, 7.77479592817759591e-04, 1.24008837473988151e-01, 3.12235135327913471e-01, 2.20709192974513940e-01, 1.45037251959832025e-01, 1.94369898204439756e-01, 8.37078078607719078e+00
824, 4.17812557899999959e+00, 5.72202166064985196e+00, 2.20313708831118060e-01, 5.61628466422456861e-03, 5.00250001920760837e+02, 1.22640386190654772e+03, 1.22631011060183209e+03, 2.31891501778702118e-05, 1.34446674762166429e-01, 7.77673700593626508e-04, 1.24001031810665061e-01, 3.12368339791611105e-01, 2.20313703959700069e-01, 1.44921461944932745e-01, 1.94418425148406404e-01, 8.47261656207057356e+00
825, 4.18200669899999955e+00, 5.72563176895310111e+00, 2.19910087932697867e-01, 5.58647899987678269e-03, 5.00250001920760781e+02, 1.22640384238440083e+03, 1.22631011043234048e+03, 2.32045624450846471e-05, 1.38666216316553959e-01, 7.77867509595301623e-04, 1.23999409189866766e-01, 3.12500940727037158e-01, 2.19910087819238903e-01, 1.44805577589889406e-01, 1.94466877398825622e-01, 8.59771413074002666e+00
826, 4.18604092699999963e+00, 5.72924187725635026e+00, 2.19498750581385876e-01, 5.54571499810361211e-03, 5.00250001920760781e+02, 1.22640382355589418e+03, 1.22631010898936051e+03, 2.32200023807143505e-05, 1.41893038607602218e-01, 7.78060969794077848e-04, 1.23995712444604139e-01, 3.12632945588564914e-01, 2.19498748369630903e-01, 1.44689594803970145e-01, 1.94515242448519782e-01, 8.69114619724208559e+00
827, 4.18999772999999998e+00, 5.73285198555959941e+00, 2.19080117352436765e-01, 5.49526839624734850e-03, 5.00250001920761008e+02, 1.22640380541780564e+03, 1.22631010550228393e+03, 2.32354348347861527e-05, 1.44072002126704651e-01, 7.78254042086333909e-04, 1.23989889205713383e-01, 3.12764361764677701e-01, 2.19080106713841954e-01, 1.44573509575278536e-01, 1.94563510521583410e-01, 8.75231814451986345e+00
828, 4.19390842600000013e+00, 5.73646209386284855e+00, 2.18654619422987112e-01, 5.43649034542571102e-03, 5.00250001920760894e+02, 1.22640378796690493e+03, 1.22631010056951664e+03, 2.32508245162005365e-05, 1.45566594441921521e-01, 7.78446702985326655e-04, 1.23981941491888764e-01, 3.12895196580336099e-01, 2.18654594581413203e-01, 1.44457317972355670e-01, 1.94611675746331869e-01, 8.78090142808073892e+00
829, 4.19788866299999963e+00, 5.74007220216609770e+00, 2.18222692189197487e-01, 5.37752967783892977e-03, 5.00250001920761065e+02, 1.22640377119995810e+03, 1.22631009355140418e+03, 2.32661366810457748e-05, 1.46085681436314840e-01, 7.78638947473772407e-04, 1.23971926337529570e-01, 3.13025457298136023e-01, 2.18222647929782465e-01, 1.44341016145468626e-01, 1.94659736868443206e-01, 8.77683652364662947e+00
830, 4.20186128499999967e+00, 5.74368231046934685e+00, 2.17784769357978997e-01, 5.34982012506284802e-03, 5.00250001920760837e+02, 1.22640375511371508e+03, 1.22631008746040357e+03, 2.32813378091127981e-05, 1.45480193130730184e-01, 7.78830789615676442e-04, 1.23959954586245522e-01, 3.13155151117878172e-01, 2.17784701022831234e-01, 1.44224600327577057e-01, 1.94707697403918994e-01, 8.74033312629877379e+00
831, 4.20575804499999961e+00, 5.74729241877259600e+00, 2.17343778537112342e-01, 5.44009033818602591e-03, 5.00250001920760781e+02, 1.22640373970491328e+03, 1.22631008054333029e+03, 2.32963962584521428e-05, 1.44285509270757339e-01, 7.79022260788774130e-04, 1.23956247979831805e-01, 3.13284285174372401e-01, 2.17343650939649607e-01, 1.44108066835011012e-01, 1.94755565197193448e-01, 8.70153522256649836e+00
832, 4.20973994499999993e+00, 5.75090252707584515e+00, 2.16958540006573081e-01, 5.51384488076853488e-03, 5.00250001920760894e+02, 1.22640372497027556e+03, 1.22631007898738494e+03, 2.33112828876067257e-05, 1.43178182679466443e-01, 7.79213405698102671e-04, 1.23951938916089369e-01, 3.13412866533516743e-01, 2.16958450126662483e-01, 1.43991412067905750e-01, 1.94803351424525761e-01, 8.66431034801965261e+00
833, 4.21372090299999957e+00, 5.75451263537909430e+00, 2.16566073820732896e-01, 5.57119666315567929e-03, 5.00250001920760837e+02, 1.22640371090650024e+03, 1.22631007912986138e+03, 2.33259716349625523e-05, 1.42567364678310243e-01, 7.79404276628117691e-04, 1.23945454122430493e-01, 3.13540902186960069e-01, 2.16566014289157782e-01, 1.43874632510473000e-01, 1.94851069157029655e-01, 8.60789265969563999e+00
834, 4.21761127999999985e+00, 5.75812274368234345e+00, 2.16166825877779051e-01, 5.61243807066120863e-03, 5.00250001920761008e+02, 1.22640369751026265e+03, 1.22631007106234529e+03, 2.33404400445765696e-05, 1.40791116857619414e-01, 7.79594926642536348e-04, 1.23936925968885212e-01, 3.13668399045838042e-01, 2.16166789834501105e-01, 1.43757724731210734e-01, 1.94898731660634261e-01, 8.60830714202435310e+00
835, 4.22139370599999975e+00, 5.76260195213267057e+00, 2.15662964017361181e-01, 5.64217022706977201e-03, 5.00250001920761065e+02, 1.22640368181198505e+03, 1.22631006897283532e+03, 2.33580433972689114e-05, 1.38344597754966714e-01, 7.79839502126399974e-04, 1.23923719625830861e-01, 3.13825852829845209e-01, 2.15662948368367718e-01, 1.43612492897944810e-01, 1.94959875531600046e-01, 8.55966518566758339e+00
836, 4.22535538699999957e+00, 5.76708116058299769e+00, 2.15150356194189263e-01, 5.64910850612927555e-03, 5.00250001920760781e+02, 1.22640366712946889e+03, 1.22631007698042686e+03, 2.33752893110372977e-05, 1.37705468494362188e-01, 7.80089736994890766e-04, 1.23927757725117021e-01, 3.13982501580020501e-01, 2.15150352218434510e-01, 1.43467054716694936e-01, 1.95022434248722704e-01, 8.45744015068528476e+00
837, 4.22921927599999936e+00, 5.77156036903332481e+00, 2.14629644453006030e-01, 5.63462950891733833e-03, 5.00250001920760781e+02, 1.22640365345604368e+03, 1.22631008223692265e+03, 2.33921900624831696e-05, 1.35255762565353793e-01, 7.80340504436070740e-04, 1.23933172690785090e-01, 3.14138356558558929e-01, 2.14629644439539358e-01, 1.43321401841989909e-01, 1.95085126109017765e-01, 8.46273233046242979e+00
838, 4.23308477700000019e+00, 5.77603957748365193e+00, 2.14101497484465220e-01, 5.60059220798701449e-03, 5.00250001920760951e+02, 1.22640364078523021e+03, 1.22631008901131349e+03, 2.34087275869692131e-05, 1.35660793490249260e-01, 7.80589013175891737e-04, 1.23935145470869063e-01, 3.14293429599677210e-01, 2.14101494658703068e-01, 1.43175527332922520e-01, 1.95147253293973005e-01, 8.49809430740274685e+00
839, 4.23696802100000003e+00, 5.78051878593397905e+00, 2.13566592092610225e-01, 5.54922423531736993e-03, 5.00250001920760894e+02, 1.22640362911054513e+03, 1.22631008898341702e+03, 2.34248841788035556e-05, 1.41289301748336621e-01, 7.80834613574266697e-04, 1.23933651285700150e-01, 3.14447732810553826e-01, 2.13566580532071448e-01, 1.43029425402449228e-01, 1.95208653393566717e-01, 8.66409746601329367e+00
840, 4.24093120599999995e+00, 5.78499799438430617e+00, 2.13025570700554168e-01, 5.48300706183979525e-03, 5.00250001920760724e+02, 1.22640361842537845e+03, 1.22631008789043381e+03, 2.34406629842884802e-05, 1.45384963878610718e-01, 7.81077504044404443e-04, 1.23928785753672499e-01, 3.14601278212785662e-01, 2.13025545267650773e-01, 1.42883090822552433e-01, 1.95269376011100754e-01, 8.78144360604358098e+00
841, 4.24504293900000018e+00, 5.78947720283463330e+00, 2.12479018077026016e-01, 5.40459829321821017e-03, 5.00250001920760951e+02, 1.22640360872300607e+03, 1.22631008212209213e+03, 2.34560888019553728e-05, 1.47840363587284335e-01, 7.81317988251822295e-04, 1.23920741393983486e-01, 3.14754077586374248e-01, 2.12478974364304352e-01, 1.42736518614446389e-01, 1.95329497062955632e-01, 8.84896315925638532e+00
842, 4.24898935299999980e+00, 5.79395641128496042e+00, 2.11927451647241055e-01, 5.35892589381462090e-03, 5.00250001920761008e+02, 1.22640359999662383e+03, 1.22631008011653103e+03, 2.34712011220205976e-05, 1.49023554605092340e-01, 7.81556275700045458e-04, 1.23909795989892657e-01, 3.14906142451859272e-01, 2.11927385924220058e-01, 1.42589703973792059e-01, 1.95389068925011178e-01, 8.86612216897382055e+00
843, 4.25294545399999979e+00, 5.79843561973528754e+00, 2.11371321876381163e-01, 5.46126494106072800e-03, 5.00250001920760781e+02, 1.22640359223938140e+03, 1.22631007715330293e+03, 2.34860490581973188e-05, 1.48706341139701881e-01, 7.81792508765160438e-04, 1.23913473255770401e-01, 3.15057484096058937e-01, 2.11371231036982521e-01, 1.42442642284815513e-01, 1.95448127191290066e-01, 8.83302369515733687e+00
844, 4.25691131299999981e+00, 5.80291482818561466e+00, 2.10863574123646064e-01, 5.54866664343584524e-03, 5.00250001920760837e+02, 1.22640358544439005e+03, 1.22631007943061513e+03, 2.35006893466403834e-05, 1.47244945051447446e-01, 7.82026822297708125e-04, 1.23969089594337403e-01, 3.15208113594592054e-01, 2.10863511143406762e-01, 1.42295329144074917e-01, 1.95506705574427203e-01, 8.78730069135981751e+00
845, 4.26084823899999954e+00, 5.80739403663594178e+00, 2.10353969118107720e-01, 5.61073783701613281e-03, 5.00250001920761065e+02, 1.22640357960473807e+03, 1.22631007515117972e+03, 2.35151850160376646e-05, 1.45826911353065219e-01, 7.82259376436959504e-04, 1.24148454724623575e-01, 3.15358041820399948e-01, 2.10353929211331780e-01, 1.42147760373333626e-01, 1.95564844109239799e-01, 8.73325471181560786e+00
846, 4.26473902700000007e+00, 5.81187324508626890e+00, 2.09838787874231381e-01, 5.64818261294852166e-03, 5.00250001920761179e+02, 1.22640357471349262e+03, 1.22631006814922694e+03, 2.35296034078911458e-05, 1.44291895836160949e-01, 7.82490362193919765e-04, 1.24467129939642013e-01, 3.15507279440478849e-01, 2.09838765173527120e-01, 1.41999932023791214e-01, 1.95622590548479969e-01, 8.70019785679022917e+00
847, 4.26862840300000013e+00, 5.81635245353659602e+00, 2.09318506449001102e-01, 5.66211498273696320e-03, 5.00250001920761008e+02, 1.22640357076372106e+03, 1.22631007225423014e+03, 2.35440138038236409e-05, 1.40981264639092857e-01, 7.82719991251680969e-04, 1.24720195945012893e-01, 3.15655836904884746e-01, 2.09318495729153481e-01, 1.41851840376834071e-01, 1.95679997812920226e-01, 8.66236640080803255e+00
848, 4.27258290199999990e+00, 5.82083166198692314e+00, 2.08793534794759900e-01, 5.65402967116044718e-03, 5.00250001920761008e+02, 1.22640356774849761e+03, 1.22631008537517437e+03, 2.35584851916639256e-05, 1.40472665499424998e-01, 7.82948478877357797e-04, 1.25059537694115819e-01, 3.15803724431444666e-01, 2.08793531400601917e-01, 1.41703481944133458e-01, 1.95737119719339381e-01, 8.57012151348964224e+00
849, 4.27668126000000015e+00, 5.82531087043725027e+00, 2.08264219222120989e-01, 5.62576522838376808e-03, 5.00250001920760837e+02, 1.22640356566092123e+03, 1.22631009910375110e+03, 2.35730843051030625e-05, 1.38134768652253020e-01, 7.83176025604730695e-04, 1.25562860180432251e-01, 3.15950951989292794e-01, 2.08264219005124512e-01, 1.41554853468077141e-01, 1.95794006401182885e-01, 8.54944354493938974e+00
850, 4.28071197199999975e+00, 5.82979007888757739e+00, 2.07730845758756166e-01, 5.57946031646431966e-03, 5.00250001920760667e+02, 1.22640356449411843e+03, 1.22631009823004933e+03, 2.35878738437047018e-05, 1.35613680256350261e-01, 7.83402801735675019e-04, 1.26013500517740934e-01, 3.16097529284158796e-01, 2.07730845021961513e-01, 1.41405951922835726e-01, 1.95850700433918723e-01, 8.50069020056901792e+00
851, 4.28465626099999941e+00, 5.83426928733790451e+00, 2.07193644495301366e-01, 5.51750417721119830e-03, 5.00250001920760837e+02, 1.22640356424125639e+03, 1.22631009547514532e+03, 2.36029108304608337e-05, 1.41928621419667361e-01, 7.83628937710805352e-04, 1.26406762082739987e-01, 3.16243465747818309e-01, 2.07193639945737723e-01, 1.41256774516246353e-01, 1.95907234427701138e-01, 8.67692357900915212e+00
852, 4.28860221299999989e+00, 5.83874849578823163e+00, 2.06652794838239229e-01, 5.44248244706210804e-03, 5.00250001920760894e+02, 1.22640356489554551e+03, 1.22631008736936201e+03, 2.36182451582899733e-05, 1.46762315574115620e-01, 7.83854522134809083e-04, 1.26738781981960424e-01, 3.16388770533194807e-01, 2.06652783545765495e-01, 1.41107318692583639e-01, 1.95963630533702277e-01, 8.81646411585135326e+00
853, 4.29259624599999956e+00, 5.84322770423855875e+00, 2.06108431557069927e-01, 5.37963792698896610e-03, 5.00250001920761008e+02, 1.22640356645025372e+03, 1.22631007722556046e+03, 2.36339183923119459e-05, 1.49987332273139456e-01, 7.84079607581417170e-04, 1.27006621153302635e-01, 3.16533452515297908e-01, 2.06108410918586171e-01, 1.40957582136146842e-01, 1.96019901895354343e-01, 8.90676651866369262e+00
854, 4.29652126899999942e+00, 5.84770691268888587e+00, 2.05560651577986558e-01, 5.43190127874753313e-03, 5.00250001920760837e+02, 1.22640356889870418e+03, 1.22631006926082159e+03, 2.36499628628512248e-05, 1.51523720101255449e-01, 7.84304222588440075e-04, 1.27208332526905138e-01, 3.16677520296936132e-01, 2.05560619286215024e-01, 1.40807562775386752e-01, 1.96076055647110031e-01, 8.94703018410085349e+00
855, 4.30051250599999957e+00, 5.85218612113921299e+00, 2.05009521509229992e-01, 5.52861009821742529e-03, 5.00250001920760781e+02, 1.22640357223427964e+03, 1.22631006518241861e+03, 2.36664010577810542e-05, 1.52004434050709708e-01, 7.84528386930765471e-04, 1.27497654734919724e-01, 3.16820982217179747e-01, 2.05009475525591595e-01, 1.40657258787153461e-01, 1.96132096732691275e-01, 8.93707999458358593e+00
856, 4.30451428299999961e+00, 5.85666532958954011e+00, 2.04455085835556855e-01, 5.59983751293930635e-03, 5.00250001920760837e+02, 1.22640357645042286e+03, 1.22631006640053465e+03, 2.36832453130725357e-05, 1.50839138353389191e-01, 7.84752126651498639e-04, 1.27820525314034039e-01, 3.16963846360108104e-01, 2.04455024366908295e-01, 1.40506668600595630e-01, 1.96188031662874518e-01, 8.87803208027890278e+00
857, 4.30851557899999982e+00, 5.86114453803986724e+00, 2.03897375616452298e-01, 5.64613817225192646e-03, 5.00250001920760951e+02, 1.22640358154064188e+03, 1.22631005636485042e+03, 2.37004977950636605e-05, 1.48555705968379859e-01, 7.84975485551813530e-04, 1.28233065059379481e-01, 3.17106120561523819e-01, 2.03897297095502139e-01, 1.40355790900285604e-01, 1.96243871387953406e-01, 8.84388185121706805e+00
858, 4.31243811700000013e+00, 5.86562374649019436e+00, 2.03376423762961611e-01, 5.66848137444093091e-03, 5.00250001920760781e+02, 1.22640358749849929e+03, 1.22631004998933804e+03, 2.37181507591040656e-05, 1.47593473120594787e-01, 7.85198530793601644e-04, 1.28590649434213972e-01, 3.17247812411960262e-01, 2.03376374161399975e-01, 1.40204624628302243e-01, 1.96299632698400450e-01, 8.78843650587738878e+00
859, 4.31635309199999995e+00, 5.87010295494052148e+00, 2.02857760399199283e-01, 5.66822527222200605e-03, 5.00250001920760894e+02, 1.22640359431761544e+03, 1.22631005297490265e+03, 2.37361870582524778e-05, 1.44813649467741584e-01, 7.85421351700071641e-04, 1.29082202017123115e-01, 3.17388929255279506e-01, 2.02857726364184421e-01, 1.40053168985193793e-01, 1.96355337925017887e-01, 8.76305169856680877e+00
860, 4.32038291100000027e+00, 5.87458216339084860e+00, 2.02335133196551525e-01, 5.64708315737728547e-03, 5.00250001920761008e+02, 1.22640360199166389e+03, 1.22631005927397337e+03, 2.37545808664942710e-05, 1.43196077720330772e-01, 7.85644052403279471e-04, 1.29544558576371122e-01, 3.17529478183216085e-01, 2.02335111517127103e-01, 1.39901423429969723e-01, 1.96411013100819903e-01, 8.68295715864761597e+00
861, 4.32442083599999982e+00, 5.87906137184117572e+00, 2.01808547482687145e-01, 5.60708264420372443e-03, 5.00250001920761008e+02, 1.22640361051436435e+03, 1.22631006995900793e+03, 2.37732985753352771e-05, 1.41031051424837128e-01, 7.85866740330426819e-04, 1.29948393108913318e-01, 3.17669466027117653e-01, 2.01808535175042353e-01, 1.39749387679445530e-01, 1.96466685082606701e-01, 8.63138572245801150e+00
862, 4.32837108699999984e+00, 5.88354058029150284e+00, 2.01278005639652230e-01, 5.55051872807220230e-03, 5.00250001920760837e+02, 1.22640361987947472e+03, 1.22631007037626932e+03, 2.37922998204894248e-05, 1.37079981844581061e-01, 7.86089513358381427e-04, 1.30289908449560232e-01, 3.17808899348683060e-01, 2.01277999927607976e-01, 1.39597061707369408e-01, 1.96522378339595322e-01, 8.58212768401625148e+00
863, 4.33227982899999997e+00, 5.88801978874182996e+00, 2.00743517309720787e-01, 5.47990182777964574e-03, 5.00250001920761065e+02, 1.22640363008079271e+03, 1.22631006839864131e+03, 2.38115385960756159e-05, 1.41263445689994688e-01, 7.86312448639664647e-04, 1.30566331802153102e-01, 3.17947784431633074e-01, 2.00743515614753787e-01, 1.39444445743774015e-01, 1.96578112159916024e-01, 8.66192524360183391e+00
864, 4.33621199600000029e+00, 5.89249899719215708e+00, 2.00205108885114502e-01, 5.39796517663095922e-03, 5.00250001920761122e+02, 1.22640364111214194e+03, 1.22631005940465320e+03, 2.38309644167666790e-05, 1.46970255028617908e-01, 7.86535595608023395e-04, 1.30775990026694433e-01, 3.18086127275906405e-01, 2.00205108824989958e-01, 1.39291540274902537e-01, 1.96633898902005833e-01, 8.82829393762737524e+00
865, 4.34011706099999994e+00, 5.89697820564248421e+00, 1.99662831751867026e-01, 5.39550746601722298e-03, 5.00250001920761065e+02, 1.22640365296737218e+03, 1.22631005389370557e+03, 2.38505234932101016e-05, 1.51160891775780265e-01, 7.86758974647844885e-04, 1.31086111087122786e-01, 3.18223933595346398e-01, 1.99662831146042247e-01, 1.39138346043902822e-01, 1.96689743661961208e-01, 8.94629606090723328e+00
866, 4.34413235300000000e+00, 5.90145741409281133e+00, 1.99116768771776032e-01, 5.50224599241409991e-03, 5.00250001920760894e+02, 1.22640366564034684e+03, 1.22631004773435075e+03, 2.38701598921364574e-05, 1.53846737704416758e-01, 7.86982581606372636e-04, 1.31567125359560139e-01, 3.18361208819003150e-01, 1.99116765650890065e-01, 1.38984864052271839e-01, 1.96745645401593061e-01, 9.01480891504036208e+00
