Iter, Clock_time, Time, Max_vel, Max_density, Mass, PE_tot, BPE_tot, BPE_from_int, Max_diss, Diss_tot, Max_u, KE_x, Max_w, KE_z, Enst_y_tot, Max_vort_y
10, 2.20406039999999970e-01, 4.27272727272727304e-01, 1.92971779834633095e-02, 5.00063653715757204e-03, 5.00250001913935535e+02, 1.22685866075330728e+03, 1.22631332974219595e+03, 3.46896580358650106e-07, 2.21140192805534697e-03, 5.42465794729208418e-05, 1.92971612919045250e-02, 1.41024795800951189e-03, 1.40415127721410325e-02, 3.13324558180956688e-03, 1.35616448682302042e-02, 1.09206797632608410e+00
11, 2.26696626999999984e-01, 4.75000000000000033e-01, 2.13848569580355787e-02, 5.00080351045467230e-03, 5.00250001911298114e+02, 1.22685760709541864e+03, 1.22631332879652746e+03, 4.29173395427708921e-07, 2.49457795050797787e-03, 5.22118628164069769e-05, 2.13844831143646698e-02, 1.73205603465949451e-03, 1.55212383537163545e-02, 3.86133976439781467e-03, 1.30529657041017523e-02, 1.11989903559294990e+00
12, 2.31163257000000011e-01, 5.18750000000000044e-01, 2.32671683294323750e-02, 5.00104668790768165e-03, 5.00250001916507244e+02, 1.22685654341113604e+03, 1.22631332774448288e+03, 5.12249980530987463e-07, 2.70894112503030325e-03, 5.12286520348051954e-05, 2.32669916960149166e-02, 2.05736768616073635e-03, 1.68295338618806231e-02, 4.59675776973171146e-03, 1.28071630087012948e-02, 1.14496900461381346e+00
13, 2.35524719999999965e-01, 5.58854166666666652e-01, 2.50657566400507605e-02, 5.00106737315921673e-03, 5.00250001919700196e+02, 1.22685548616862343e+03, 1.22631332670301231e+03, 5.94806573627169373e-07, 2.87169644691654801e-03, 5.08972011653060019e-05, 2.50653920629785587e-02, 2.38100174804726367e-03, 1.79901542447134452e-02, 5.32793020062733141e-03, 1.27243002913265055e-02, 1.16871445803374097e+00
14, 2.40490017000000000e-01, 5.95616319444444375e-01, 2.67700215606550170e-02, 5.00098007667009337e-03, 5.00250001920757882e+02, 1.22685444797677110e+03, 1.22631332573444502e+03, 6.75841164464386643e-07, 2.98362869592470404e-03, 5.09610294753193161e-05, 2.67699293534612061e-02, 2.69900877478092532e-03, 1.90610884435561886e-02, 6.04602607059582294e-03, 1.27402573688298274e-02, 1.17457874781339355e+00
15, 2.44803019000000011e-01, 6.29314959490740677e-01, 2.83164393076302083e-02, 5.00085187740445004e-03, 5.00250001920915452e+02, 1.22685343829414410e+03, 1.22631332477633259e+03, 7.54607785723998570e-07, 3.13568221828038843e-03, 5.12677435328062563e-05, 2.83164377653056382e-02, 3.00843776772361914e-03, 2.01045838405501595e-02, 6.74443926143044378e-03, 1.28169358832015620e-02, 1.20666073934323004e+00
16, 2.49092466000000012e-01, 6.63013599537036979e-01, 2.98452685067337083e-02, 5.00091574966010036e-03, 5.00250001920848717e+02, 1.22685237314364986e+03, 1.22631332379695414e+03, 8.37648390058615020e-07, 3.60782166343240297e-03, 5.17835100197509623e-05, 2.98452259587960352e-02, 3.33501140585567776e-03, 2.11343275944025459e-02, 7.48122473639364211e-03, 1.29458775049377337e-02, 1.23371136813320881e+00
17, 2.53330787999999973e-01, 6.93648726851851749e-01, 3.12179581538217406e-02, 5.00105796018228931e-03, 5.00250001920787554e+02, 1.22685135670687396e+03, 1.22631332290537421e+03, 9.16833279531885519e-07, 4.00819591692596396e-03, 5.24097051297062986e-05, 3.12177892601360370e-02, 3.64677582146171689e-03, 2.20705417995597578e-02, 8.18429077987101183e-03, 1.31024262824265582e-02, 1.25863391401776470e+00
18, 2.57731152999999991e-01, 7.21498842592592449e-01, 3.24500929954558009e-02, 5.00117814297621702e-03, 5.00250001920763452e+02, 1.22685039291940211e+03, 1.22631332205433682e+03, 9.91858016295167839e-07, 4.32719250341817400e-03, 5.30947080765187341e-05, 3.24497529724759246e-02, 3.94249893885809197e-03, 2.29356822588024471e-02, 8.85090015662443226e-03, 1.32736770191296885e-02, 1.28106571091569843e+00
19, 2.62158359999999979e-01, 7.46817129629629539e-01, 3.36413374070160462e-02, 5.00128048678186166e-03, 5.00250001920758109e+02, 1.22684948390522231e+03, 1.22631332120431830e+03, 1.06256164659891031e-06, 4.56348386474971120e-03, 5.38059688933470405e-05, 3.36411460587531519e-02, 4.22150946748749319e-03, 2.37179413714566321e-02, 9.47957841202206816e-03, 1.34514922233367595e-02, 1.32569189998233350e+00
20, 2.66498803000000006e-01, 7.72135416666666630e-01, 3.48222222558494804e-02, 5.00135866236963138e-03, 5.00250001920759019e+02, 1.22684854362179840e+03, 1.22631332031059424e+03, 1.13563403239166187e-06, 4.73475302858878799e-03, 5.46010852744697038e-05, 3.48221795878285861e-02, 4.51021500359284535e-03, 2.44948875526957779e-02, 1.01298271731165776e-02, 1.36502713186174036e-02, 1.36424654773180398e+00
21, 2.70715694000000007e-01, 7.97453703703703720e-01, 3.59864762098074664e-02, 5.00141242362657935e-03, 5.00250001920759928e+02, 1.22684757208021711e+03, 1.22631331940738960e+03, 1.21106266678372955e-06, 4.82781547154491515e-03, 5.54786507853297051e-05, 3.59864761226239491e-02, 4.80862377236008359e-03, 2.52897509360032816e-02, 1.08016253132318350e-02, 1.38696626963324306e-02, 1.39137722799272701e+00
22, 2.75265700999999974e-01, 8.22771990740740811e-01, 3.71331095415804724e-02, 5.00145237588573658e-03, 5.00250001920760724e+02, 1.22684656929255766e+03, 1.22631331848950390e+03, 1.28883352746737077e-06, 4.83290892008740591e-03, 5.64355812398732867e-05, 3.71330657628139993e-02, 5.11674412391973244e-03, 2.60702704448390506e-02, 1.14949490750450908e-02, 1.41088953099683251e-02, 1.40615555904037981e+00
23, 2.80027786000000001e-01, 8.48090277777777901e-01, 3.82611997362156675e-02, 5.00166235054545338e-03, 5.00250001920760951e+02, 1.22684553527197932e+03, 1.22631331754849407e+03, 1.36893114752017452e-06, 5.16262417241047239e-03, 5.74683076356114831e-05, 3.82610437759819330e-02, 5.43458507223381661e-03, 2.68384614364493672e-02, 1.22097723565425722e-02, 1.43670769089028639e-02, 1.40800702268192968e+00
24, 2.84908474999999994e-01, 8.73408564814814992e-01, 3.93779999220342583e-02, 5.00176611364607903e-03, 5.00250001920760951e+02, 1.22684447003278206e+03, 1.22631331660816659e+03, 1.45133870971405608e-06, 5.69731835146300002e-03, 5.85736839920652402e-05, 3.93776390084060457e-02, 5.76215676454567161e-03, 2.76307332754052067e-02, 1.29460670033376968e-02, 1.46434209980163127e-02, 1.41779862376737453e+00
25, 2.89061907000000007e-01, 8.94507137345679215e-01, 4.03788739405392602e-02, 5.00175255708874052e-03, 5.00250001920760951e+02, 1.22684355849716781e+03, 1.22631331568426549e+03, 1.52176202108283513e-06, 6.07389968314127511e-03, 5.95460741752547670e-05, 4.03787329294705150e-02, 6.04257353189661776e-03, 2.82849620646692876e-02, 1.35760244002940834e-02, 1.48865185438136968e-02, 1.44971857221232492e+00
26, 2.93163161000000005e-01, 9.15605709876543439e-01, 4.13622798824694604e-02, 5.00171170987535104e-03, 5.00250001920760951e+02, 1.22684262530249930e+03, 1.22631331454210112e+03, 1.59376434954051253e-06, 6.36695759727466063e-03, 6.05650196229485708e-05, 4.13622526335703650e-02, 6.32976257061234563e-03, 2.89386279104541441e-02, 1.42208519474922197e-02, 1.51412549057371396e-02, 1.49458177775546330e+00
27, 2.97378028000000016e-01, 9.36704282407407662e-01, 4.23278470698304141e-02, 5.00177683963188256e-03, 5.00250001920760951e+02, 1.22684167045903905e+03, 1.22631331330300964e+03, 1.66733403144614919e-06, 6.56090131798164194e-03, 6.16310900159506192e-05, 4.23278461584105370e-02, 6.62373255218749735e-03, 2.96072637954598594e-02, 1.48805306434769812e-02, 1.54077725039876365e-02, 1.53185120793614882e+00
28, 3.01939206000000016e-01, 9.57802854938271886e-01, 4.32752391831915245e-02, 5.00185205055061165e-03, 5.00250001920761008e+02, 1.22684069397770190e+03, 1.22631331199458486e+03, 1.74245892706297142e-06, 6.64559110220303006e-03, 6.27442802000939429e-05, 4.32751943783854232e-02, 6.92449249413352660e-03, 3.02602979915162773e-02, 1.55550400450301923e-02, 1.56860700500234818e-02, 1.56071801494392925e+00
29, 3.06707812999999996e-01, 9.78901427469136109e-01, 4.42039620788140658e-02, 5.00194620530015465e-03, 5.00250001920761008e+02, 1.22683969587011188e+03, 1.22631331063751213e+03, 1.81912629147999520e-06, 6.61967482189279501e-03, 6.39040644254455184e-05, 4.42038154606418793e-02, 7.23205177786235241e-03, 3.08980110147183476e-02, 1.62443581066800159e-02, 1.59760161063613945e-02, 1.58052110052899764e+00
30, 3.11166798999999994e-01, 1.00000000000000044e+00, 4.51215240513334476e-02, 5.00194949218415400e-03, 5.00250001920760951e+02, 1.22683867614863925e+03, 1.22631330924513804e+03, 1.89732286732836659e-06, 6.65063782611635592e-03, 6.51098029989970379e-05, 4.51212019564309202e-02, 7.54642033087180378e-03, 3.15424681937276491e-02, 1.69484613173641815e-02, 1.62774507497492511e-02, 1.59078352105127152e+00
31, 3.74331259999999999e-01, 1.02083333333333370e+00, 4.61089782840433046e-02, 5.00190915931330790e-03, 5.00250001920761065e+02, 1.22683764805135615e+03, 1.22631330777217408e+03, 1.97602317260402385e-06, 7.17034122166370236e-03, 6.63448316750926047e-05, 4.61088720182890599e-02, 7.86352851891844971e-03, 3.21919585720998463e-02, 1.76581960571887686e-02, 1.65862079187731361e-02, 1.59443993546759200e+00
32, 3.78948232999999968e-01, 1.04123263888888928e+00, 4.70527778779064113e-02, 5.00201698123931785e-03, 5.00250001920760951e+02, 1.22683662097823276e+03, 1.22631330631923447e+03, 2.05450164694208214e-06, 7.57943221488620658e-03, 6.75964107862797288e-05, 4.70527662094885821e-02, 8.18048373577056655e-03, 3.28193511016893549e-02, 1.83670649881149707e-02, 1.68991026965699363e-02, 1.61632655282460247e+00
33, 3.84042382000000015e-01, 1.06163194444444486e+00, 4.79737219146036259e-02, 5.00203721410611736e-03, 5.00250001920760894e+02, 1.22683557373867052e+03, 1.22631330483435795e+03, 2.13436982979533681e-06, 7.86769408412921201e-03, 6.88896044227275907e-05, 4.79737131195211580e-02, 8.50383537990082386e-03, 3.34626649614914173e-02, 1.90896825192896566e-02, 1.72224011056818956e-02, 1.63613913664311195e+00
34, 3.88389347999999968e-01, 1.08159722222222254e+00, 4.88526283318542823e-02, 5.00209296235140134e-03, 5.00250001920760837e+02, 1.22683452926695054e+03, 1.22631330330895071e+03, 2.21387077676340535e-06, 8.02236822788866301e-03, 7.01952231329826867e-05, 4.88525500078919733e-02, 8.82651187895108248e-03, 3.40803432303035600e-02, 1.98102126886768246e-02, 1.75488057832456669e-02, 1.67842445484848168e+00
35, 3.93746651000000003e-01, 1.10113770685579238e+00, 4.96905413178301766e-02, 5.00233750354339701e-03, 5.00250001920761008e+02, 1.22683348833921468e+03, 1.22631330175420726e+03, 2.29294288655864282e-06, 8.05457236107680677e-03, 7.15109771669033807e-05, 4.96903329848948361e-02, 9.14827727875159626e-03, 3.46693528250802407e-02, 2.05281151879516365e-02, 1.78777442917258285e-02, 1.71364355171043736e+00
36, 3.97878012000000003e-01, 1.12067819148936221e+00, 5.05607511749389324e-02, 5.00248019498160564e-03, 5.00250001920761122e+02, 1.22683242894734553e+03, 1.22631330017941764e+03, 2.37325174302046916e-06, 8.03189284193835638e-03, 7.28640322190621340e-05, 5.05605298977677073e-02, 9.47594425986507047e-03, 3.52676760901254674e-02, 2.12585579995493018e-02, 1.82160080547655381e-02, 1.73790193455932607e+00
37, 4.02162198999999998e-01, 1.13979388297872397e+00, 5.14525111676648328e-02, 5.00250696759701758e-03, 5.00250001920760610e+02, 1.22683137473321995e+03, 1.22631329868960574e+03, 2.45299834961486577e-06, 8.62881924611055492e-03, 7.42234273483399266e-05, 5.14524547332139218e-02, 9.80220981423423655e-03, 3.58638812350874289e-02, 2.19852299937307802e-02, 1.85558568370849282e-02, 1.76730173014070924e+00
38, 4.06272680999999969e-01, 1.15849401595744728e+00, 5.22996920911400834e-02, 5.00241655290138872e-03, 5.00250001920760837e+02, 1.22683032636579856e+03, 1.22631329720587155e+03, 2.53213111690037239e-06, 9.11001469067354228e-03, 7.55871935595774710e-05, 5.22996915107400290e-02, 1.01268694838825262e-02, 3.64376094957948732e-02, 2.27076667260588810e-02, 1.88967983898943523e-02, 1.79884848471194614e+00
39, 4.10517152999999968e-01, 1.17678762430619832e+00, 5.31041068051951032e-02, 5.00231014341420439e-03, 5.00250001920760837e+02, 1.22682928446563346e+03, 1.22631329576507142e+03, 2.61060299845999576e-06, 9.46340166705939706e-03, 7.69535818327764774e-05, 5.31040763279591599e-02, 1.04497331802255126e-02, 3.69958676505853859e-02, 2.34254378957315275e-02, 1.92383954581941095e-02, 1.82783941917234349e+00
40, 4.14746949000000031e-01, 1.19468354551693312e+00, 5.38670595760030596e-02, 5.00257672437025899e-03, 5.00250001920760951e+02, 1.22682824960736070e+03, 1.22631329434915597e+03, 2.68837129414363880e-06, 9.69010062645657769e-03, 7.83210366449132436e-05, 5.38669275399722564e-02, 1.07706244122270541e-02, 3.75478722113761071e-02, 2.41381456104732273e-02, 1.95802591612283042e-02, 1.85431834102366522e+00
41, 4.18850667999999982e-01, 1.21219042496221707e+00, 5.45893840894311200e-02, 5.00280170394248793e-03, 5.00250001920760781e+02, 1.22682722232207288e+03, 1.22631329291576094e+03, 2.76539728500602201e-06, 9.80321108913853947e-03, 7.96881586845137578e-05, 5.45890851269757310e-02, 1.10893795502893296e-02, 3.80739279474162223e-02, 2.48454227115421991e-02, 1.99220396711284817e-02, 1.87836758914605984e+00
42, 4.22883413000000041e-01, 1.22931672007173409e+00, 5.53617891260753461e-02, 5.00293115155302139e-03, 5.00250001920760837e+02, 1.22682620309959475e+03, 1.22631329147595011e+03, 2.84164593260983556e-06, 9.82480229304700733e-03, 8.10536704343808748e-05, 5.53616002296819995e-02, 1.14058471298161233e-02, 3.86092123568689549e-02, 2.55469311719641080e-02, 2.02634176085951974e-02, 1.90010413051247173e+00
43, 4.27001558999999975e-01, 1.24644301518125111e+00, 5.61445631303676418e-02, 5.00296122370304068e-03, 5.00250001920760837e+02, 1.22682516977726664e+03, 1.22631329006600618e+03, 2.91877272655471200e-06, 1.02026142606401315e-02, 8.24470407727001086e-05, 5.61445176712770735e-02, 1.17269159717320152e-02, 3.91436905042349959e-02, 2.62579174488512500e-02, 2.06117601931750244e-02, 1.92007645533086269e+00
44, 4.31145994000000032e-01, 1.26356931029076813e+00, 5.69010875685130937e-02, 5.00288880956035152e-03, 5.00250001920761122e+02, 1.22682412236833784e+03, 1.22631328867190268e+03, 2.99676801535885648e-06, 1.07422531525815535e-02, 8.38682463209946519e-05, 5.69010875684795303e-02, 1.20525967009646462e-02, 3.96684195096884684e-02, 2.69783572354470244e-02, 2.09670615802486533e-02, 1.93832554520774525e+00
45, 4.35104468999999938e-01, 1.28069560540028515e+00, 5.76307620933753997e-02, 5.00289120523396240e-03, 5.00250001920761065e+02, 1.22682306088660357e+03, 1.22631328732034444e+03, 3.07562121637818679e-06, 1.11830639276256916e-02, 8.53171721874655762e-05, 5.76307186458265008e-02, 1.23829002768607831e-02, 4.01831485426550963e-02, 2.77082252761029282e-02, 2.13292930468664058e-02, 1.95492482189434180e+00
46, 4.39171189000000017e-01, 1.29742361457702260e+00, 5.83166173935676518e-02, 5.00301928261199375e-03, 5.00250001920760951e+02, 1.22682201051854986e+03, 1.22631328611182903e+03, 3.15345686695713197e-06, 1.15133849717029696e-02, 8.67589564217159122e-05, 5.83164495849413655e-02, 1.27099960438927951e-02, 4.06796657980691631e-02, 2.84301964066365834e-02, 2.16897391054290054e-02, 1.96964411090128388e+00
47, 4.43328097000000032e-01, 1.31376260028453373e+00, 5.89597281861408765e-02, 5.00301050990226582e-03, 5.00250001920760724e+02, 1.22682097164305378e+03, 1.22631328486894222e+03, 3.23024995951803272e-06, 1.17449837521895872e-02, 8.81923851927064246e-05, 5.89593606143722360e-02, 1.30337634812286111e-02, 4.11699529024408539e-02, 2.91440125602688421e-02, 2.20480962981766046e-02, 1.98270229040810486e+00
48, 4.47379807999999934e-01, 1.33010158599204487e+00, 5.96917203156547282e-02, 5.00303086382522869e-03, 5.00250001920761179e+02, 1.22681991999865249e+03, 1.22631328344622148e+03, 3.30779248116713533e-06, 1.18988524964586968e-02, 8.96506205975642072e-05, 5.96915583191775928e-02, 1.33617697253286104e-02, 4.16873043611659666e-02, 2.98663376366600439e-02, 2.24126551493910517e-02, 1.99556085726164190e+00
49, 4.51453680999999996e-01, 1.34644057169955600e+00, 6.04163338353913212e-02, 5.00306274933493087e-03, 5.00250001920760951e+02, 1.22681885559925672e+03, 1.22631328198056826e+03, 3.38607514829624525e-06, 1.19921128643758063e-02, 9.11335533628308955e-05, 6.04163012879381303e-02, 1.36940255825582780e-02, 4.21963559403203750e-02, 3.05971464736960012e-02, 2.27833883407077102e-02, 2.02394761854155991e+00
50, 4.55508077000000011e-01, 1.36238104556054251e+00, 6.10952793906699362e-02, 5.00372150249600751e-03, 5.00250001920761008e+02, 1.22681780488247796e+03, 1.22631328063848150e+03, 3.46315093504877061e-06, 1.25116767190992673e-02, 9.26039449528048549e-05, 6.10952783140570332e-02, 1.40222836660030322e-02, 4.26829409322656353e-02, 3.13182817189741058e-02, 2.31509862382012176e-02, 2.05056123236066012e+00
51, 4.59601034999999991e-01, 1.37832151942152903e+00, 6.17457535977076269e-02, 5.00450674776088070e-03, 5.00250001920760951e+02, 1.22681674205292165e+03, 1.22631327939469202e+03, 3.54091066016163673e-06, 1.30679431483888032e-02, 9.40975870384069027e-05, 6.17456939760861745e-02, 1.43546078147359282e-02, 4.31595158657897340e-02, 3.20474422359354055e-02, 2.35243967596016797e-02, 2.07608111645142568e+00
52, 4.63564169000000026e-01, 1.39386348143599070e+00, 6.23515952392614675e-02, 5.00470200431984546e-03, 5.00250001920760951e+02, 1.22681569414548312e+03, 1.22631327823890433e+03, 3.61737438725783749e-06, 1.35279819479593392e-02, 9.55761572805611007e-05, 6.23513933098796824e-02, 1.46825491589422513e-02, 4.36149148457141353e-02, 3.27660760228093081e-02, 2.38940393201402465e-02, 2.09990134531229478e+00
53, 4.67557450999999957e-01, 1.40901689440009092e+00, 6.29189906557157536e-02, 5.00430165889869088e-03, 5.00250001920761008e+02, 1.22681466137550751e+03, 1.22631327703172087e+03, 3.69253249035003184e-06, 1.39014841006236400e-02, 9.70388416298864176e-05, 6.29186794915657654e-02, 1.50060334914133165e-02, 4.40602312002855087e-02, 3.34740423098893736e-02, 2.42597104074715880e-02, 2.12211462296629172e+00
54, 4.71561322000000060e-01, 1.42379147204008860e+00, 6.35769822440975657e-02, 5.00425525271075769e-03, 5.00250001920761179e+02, 1.22681364392333739e+03, 1.22631327555524763e+03, 3.76637835259568512e-06, 1.42019330099303967e-02, 9.84849268375960523e-05, 6.35768618213923137e-02, 1.53249970490755109e-02, 4.45211204749316816e-02, 3.41712248843150102e-02, 2.46212317093989740e-02, 2.14281097157439016e+00
55, 4.75525197999999982e-01, 1.43819668523908639e+00, 6.41922488906522121e-02, 5.00414584895795232e-03, 5.00250001920760837e+02, 1.22681264193665311e+03, 1.22631327417176271e+03, 3.83890795610999851e-06, 1.44435389044562466e-02, 9.99137777236542527e-05, 6.41922281864957117e-02, 1.56393858354997098e-02, 4.49694588428226488e-02, 3.48575304022266316e-02, 2.49784444309135711e-02, 2.16207544153881415e+00
56, 4.79569273999999990e-01, 1.45260189843808418e+00, 6.47810455646671696e-02, 5.00386042967665423e-03, 5.00250001920760781e+02, 1.22681163011748004e+03, 1.22631327289374190e+03, 3.91195241145307225e-06, 1.46432729670625070e-02, 1.01361292719638263e-04, 6.47810422821824550e-02, 1.59571399358683155e-02, 4.54086943132407106e-02, 3.55502840793468569e-02, 2.53403231799095817e-02, 2.18042941980985283e+00
57, 4.83552036000000018e-01, 1.46700711163708197e+00, 6.53428121294715863e-02, 5.00387262380896231e-03, 5.00250001920760894e+02, 1.22681060847818981e+03, 1.22631327162894604e+03, 3.98550259992248495e-06, 1.48940755173145242e-02, 1.02827434013116417e-04, 6.53427462864320241e-02, 1.62782684994541745e-02, 4.58388316492526898e-02, 3.62494641054046593e-02, 2.57068585032791015e-02, 2.19786350462891500e+00
58, 4.87577145999999961e-01, 1.48141232483607976e+00, 6.58770080832065674e-02, 5.00403348873608954e-03, 5.00250001920761122e+02, 1.22680957703152535e+03, 1.22631327032393665e+03, 4.05954848240774319e-06, 1.55510173274929445e-02, 1.04312154087404403e-04, 6.58768022579782203e-02, 1.66027808864687987e-02, 4.62602743559836840e-02, 3.69550480834123438e-02, 2.60780385218511226e-02, 2.21436609712027854e+00
59, 4.91570036999999960e-01, 1.49581753803507755e+00, 6.64018004236945347e-02, 5.00453176963060447e-03, 5.00250001920760894e+02, 1.22680853579060636e+03, 1.22631326878274376e+03, 4.13407942782044200e-06, 1.61490565163475153e-02, 1.05815424689449951e-04, 6.64015493935662809e-02, 1.69306866785474269e-02, 4.66788378498022363e-02, 3.76670130381851417e-02, 2.64538561723624971e-02, 2.22992198006771725e+00
60, 4.95562325999999997e-01, 1.51022275123407534e+00, 6.70199483089972819e-02, 5.00510624838415748e-03, 5.00250001920760837e+02, 1.22680748476893177e+03, 1.22631326716585272e+03, 4.20908448387857286e-06, 1.66863781521349175e-02, 1.07337244837752820e-04, 6.70198648410174486e-02, 1.72619956754716183e-02, 4.71064798540434815e-02, 3.83853354192400242e-02, 2.68343112094382233e-02, 2.24451202098555092e+00
61, 4.99568310999999932e-01, 1.52462796443307314e+00, 6.76085186323198972e-02, 5.00550240380145169e-03, 5.00250001920761065e+02, 1.22680642398038981e+03, 1.22631326546431978e+03, 4.28455248297595965e-06, 1.71619681235707124e-02, 1.08877630619349391e-04, 6.76085122539173966e-02, 1.75967178856717664e-02, 4.75607548467813432e-02, 3.91099910948855545e-02, 2.72194076548373624e-02, 2.25811455400860428e+00
62, 5.03580227000000047e-01, 1.53903317763207093e+00, 6.81671202154225109e-02, 5.00568385797065928e-03, 5.00250001920760724e+02, 1.22680535343925885e+03, 1.22631326362193340e+03, 4.36047207749611000e-06, 1.75737702601495745e-02, 1.10436597523721634e-04, 6.81671044979550167e-02, 1.79348635162113502e-02, 4.80225776112844435e-02, 3.98409553410796410e-02, 2.76091493809304429e-02, 2.27070783968798029e+00
63, 5.07571884999999945e-01, 1.55300186921897776e+00, 6.86799569868493665e-02, 5.00582465020635737e-03, 5.00250001920760837e+02, 1.22680430603888863e+03, 1.22631326158231741e+03, 4.43451108334464853e-06, 1.79071432589134674e-02, 1.11966038574478293e-04, 6.86798547336349707e-02, 1.82660415335925974e-02, 4.84597836320704231e-02, 4.05557699144754105e-02, 2.79915096436195825e-02, 2.28193957347000032e+00
64, 5.11638875000000048e-01, 1.56654726712143288e+00, 6.91501397197740869e-02, 5.00588988835314226e-03, 5.00250001920760724e+02, 1.22680328164627599e+03, 1.22631325927907301e+03, 4.50669105919882431e-06, 1.81603548425426746e-02, 1.13465779629626508e-04, 6.91498868296212821e-02, 1.85902765988885076e-02, 4.88724496225715205e-02, 4.12545434454162085e-02, 2.83664449074066127e-02, 2.29189692616773444e+00
