Iter, Clock_time, Time, Max_vel, Max_density, Mass, PE_tot, BPE_tot, BPE_from_int, Max_diss, Diss_tot, Max_u, KE_x, Max_w, KE_z, Enst_y_tot, Max_vort_y
634, 3.55363208099999994e+00, 5.03610108303251369e+00, 2.59246517057541981e-01, 5.29888426593844337e-03, 5.00250001920760951e+02, 1.22642359879623768e+03, 1.22631049164049182e+03, 2.05251333439839369e-05, 1.02999334724828459e-01, 7.29354552010136152e-04, 1.22006352945622398e-01, 2.67563350125019472e-01, 2.59246513227360753e-01, 1.70506332906482178e-01, 1.82338638002534303e-01, 7.37152682337548804e+00
635, 3.55773615100000029e+00, 5.03971119133576284e+00, 2.59262629362176034e-01, 5.25848824220150925e-03, 5.00250001920760837e+02, 1.22642339816720300e+03, 1.22631049025053517e+03, 2.05395086591727225e-05, 1.03626710598348021e-01, 7.29690757831963376e-04, 1.22036080877698697e-01, 2.67926238000325057e-01, 2.59262610778761227e-01, 1.70341437266312706e-01, 1.82422689457990977e-01, 7.43667377408780172e+00
636, 3.56170703000000000e+00, 5.04332129963901199e+00, 2.59262825741017278e-01, 5.23038586375781239e-03, 5.00250001920760894e+02, 1.22642319863789339e+03, 1.22631048397816903e+03, 2.05539672442413674e-05, 1.07265770327287915e-01, 7.30025631492553701e-04, 1.22064774112086313e-01, 2.68287899670534957e-01, 2.59262780387197078e-01, 1.70176666326575798e-01, 1.82506407873138349e-01, 7.55440561928183207e+00
637, 3.56582826200000014e+00, 5.04693140794226114e+00, 2.59246520038177442e-01, 5.29406541582973234e-03, 5.00250001920760951e+02, 1.22642300020834637e+03, 1.22631048139301356e+03, 2.05684931726331706e-05, 1.10005488713308314e-01, 7.30359188243464305e-04, 1.22092499320451880e-01, 2.68648326412963767e-01, 2.59246434373046453e-01, 1.70012028883666927e-01, 1.82589797060865755e-01, 7.63962855815155706e+00
638, 3.56986544600000011e+00, 5.05054151624551029e+00, 2.59269861649359334e-01, 5.36403597851074949e-03, 5.00250001920761008e+02, 1.22642280287859671e+03, 1.22631048186406952e+03, 2.05830656982155811e-05, 1.11791785137867195e-01, 7.30691421911463775e-04, 1.22119330102761672e-01, 2.69007509602976869e-01, 2.59269766852704642e-01, 1.69847533644035126e-01, 1.82672855477865964e-01, 7.69621522006715075e+00
639, 3.57392535200000028e+00, 5.05415162454875944e+00, 2.59340015416139102e-01, 5.41801863538566957e-03, 5.00250001920761179e+02, 1.22642260664867558e+03, 1.22631048027707675e+03, 2.05976605533935143e-05, 1.12593150775883763e-01, 7.31022307209392591e-04, 1.22145345923544174e-01, 2.69365440716005933e-01, 2.59339961680581210e-01, 1.69683189223371250e-01, 1.82755576802348191e-01, 7.72923633988796865e+00
640, 3.57783736100000027e+00, 5.05776173285200858e+00, 2.59394394371248893e-01, 5.45635795030380115e-03, 5.00250001920760951e+02, 1.22642241151859389e+03, 1.22631047411748023e+03, 2.06122515042336534e-05, 1.12401449632051523e-01, 7.31351807990733333e-04, 1.22170630592012122e-01, 2.69722111334423420e-01, 2.59394369944019654e-01, 1.69519004146243324e-01, 1.82837951997683323e-01, 7.72760129917548166e+00
641, 3.58177628000000015e+00, 5.06137184115525773e+00, 2.59432813067558055e-01, 5.47957251560033873e-03, 5.00250001920760951e+02, 1.22642221748833799e+03, 1.22631046530059848e+03, 2.06268120627790361e-05, 1.12632911496581445e-01, 7.31679888868420544e-04, 1.22195270307509971e-01, 2.70077513157817750e-01, 2.59432806608330846e-01, 1.69354986845636490e-01, 1.82919972217105015e-01, 7.69160323342811481e+00
642, 3.58578097300000032e+00, 5.06498194945850688e+00, 2.59454968137484587e-01, 5.48834581456846254e-03, 5.00250001920760610e+02, 1.22642202455785582e+03, 1.22631045822394344e+03, 2.06413172432240216e-05, 1.11921082706138528e-01, 7.32006526669584569e-04, 1.22219351314214367e-01, 2.70431638014242470e-01, 2.59454968128229602e-01, 1.69191145661895664e-01, 1.83001631667395970e-01, 7.65319646585419378e+00
643, 3.58987160800000016e+00, 5.06859205776175603e+00, 2.59460439995392200e-01, 5.48351481080323368e-03, 5.00250001920760894e+02, 1.22642183272705347e+03, 1.22631045213531752e+03, 2.06557452426521602e-05, 1.10195590577349234e-01, 7.32331718404697512e-04, 1.22242957230328228e-01, 2.70784477869819407e-01, 2.59460434123940875e-01, 1.69027488840762879e-01, 1.83082929601174699e-01, 7.63892318324732411e+00
644, 3.59378506899999994e+00, 5.07220216606500518e+00, 2.59448707932921130e-01, 5.46605644579339044e-03, 5.00250001920760894e+02, 1.22642164199577928e+03, 1.22631045462262773e+03, 2.06700789297307224e-05, 1.09335840195632125e-01, 7.32655483667177623e-04, 1.22266166136196952e-01, 2.71136024834702838e-01, 2.59448682516466411e-01, 1.68864024530512885e-01, 1.83163870916794203e-01, 7.58932349437704445e+00
645, 3.59775116000000006e+00, 5.07581227436825433e+00, 2.59419176340252744e-01, 5.43707225801572276e-03, 5.00250001920760724e+02, 1.22642145236382567e+03, 1.22631045971069489e+03, 2.06843070361532266e-05, 1.09301202837866387e-01, 7.32977861193281292e-04, 1.22289047521973893e-01, 2.71486271164576076e-01, 2.59419115853858795e-01, 1.68700760778465991e-01, 1.83244465298320086e-01, 7.51652776205750683e+00
646, 3.60166785700000025e+00, 5.07942238267150348e+00, 2.59371208875126047e-01, 5.39777136523834997e-03, 5.00250001920761122e+02, 1.22642126383091954e+03, 1.22631046610196745e+03, 2.06984249649979795e-05, 1.08235377051187437e-01, 7.33298901086284322e-04, 1.22311659207996873e-01, 2.71835209258191934e-01, 2.59371095645586414e-01, 1.68537705527362830e-01, 1.83324725271571093e-01, 7.46803079369382594e+00
647, 3.60567708900000028e+00, 5.08303249097475263e+00, 2.59422726793689329e-01, 5.34945207629371894e-03, 5.00250001920760951e+02, 1.22642107639672122e+03, 1.22631046730641128e+03, 2.07124351562248264e-05, 1.06174878113218310e-01, 7.33618655378233354e-04, 1.22334044359395641e-01, 2.72182831652520385e-01, 2.59422634687144327e-01, 1.68374866612119450e-01, 1.83404663844558391e-01, 7.46811527733396296e+00
648, 3.60965208600000009e+00, 5.08664259927800178e+00, 2.59467319670336538e-01, 5.29348241884267275e-03, 5.00250001920760837e+02, 1.22642089006082915e+03, 1.22631046975301251e+03, 2.07263469804342338e-05, 1.04893799721707481e-01, 7.33937169835870021e-04, 1.22356228720329377e-01, 2.72529131017569926e-01, 2.59467268823606378e-01, 1.68212251757340669e-01, 1.83484292458967108e-01, 7.44315341044554124e+00
649, 3.61369396800000020e+00, 5.09025270758125092e+00, 2.59495050602571165e-01, 5.26207639899862675e-03, 5.00250001920761065e+02, 1.22642070482277859e+03, 1.22631047414865975e+03, 2.07401761654637250e-05, 1.05992429256864529e-01, 7.34254479211192803e-04, 1.22378218192488356e-01, 2.72874100152775245e-01, 2.59495029343714656e-01, 1.68049868575737477e-01, 1.83563619802798228e-01, 7.53120210455764116e+00
650, 3.61754191700000005e+00, 5.09386281588450007e+00, 2.59505503884845445e-01, 5.25649895157977859e-03, 5.00250001920760951e+02, 1.22642052068205294e+03, 1.22631047443150533e+03, 2.07539437938043895e-05, 1.09655397489555106e-01, 7.34570606796699078e-04, 1.22399996877103123e-01, 2.73217731986111101e-01, 2.59505499847453580e-01, 1.67887724567288177e-01, 1.83642651699174875e-01, 7.64059221181900927e+00
651, 3.62148266000000030e+00, 5.09747292418774922e+00, 2.59498166574910205e-01, 5.33148479721381064e-03, 5.00250001920761122e+02, 1.22642033763808490e+03, 1.22631047444565706e+03, 2.07676749395421452e-05, 1.12401533736463402e-01, 7.34885567662052898e-04, 1.22421525689838467e-01, 2.73560019576123303e-01, 2.59498166090550597e-01, 1.67725827118781062e-01, 1.83721391915513260e-01, 7.72356666769789868e+00
652, 3.62532551800000036e+00, 5.10108303249099837e+00, 2.59472458335318901e-01, 5.39693327213271699e-03, 5.00250001920761065e+02, 1.22642015569027217e+03, 1.22631047118579022e+03, 2.07813970391228924e-05, 1.14176928695948740e-01, 7.35199373825393457e-04, 1.22442741643883635e-01, 2.73900956116139405e-01, 2.59472445942351415e-01, 1.67564183503266934e-01, 1.83799843456348172e-01, 7.77469291251521000e+00
653, 3.62930206899999996e+00, 5.10469314079424752e+00, 2.59427766698621554e-01, 5.44637304606316371e-03, 5.00250001920760837e+02, 1.22641997483798195e+03, 1.22631046447694143e+03, 2.07951381086931761e-05, 1.14950483896697916e-01, 7.35512039193195579e-04, 1.22463557878670803e-01, 2.74240534939400704e-01, 2.59427724824661199e-01, 1.67402800879025981e-01, 1.83878009798298853e-01, 7.80342669987398452e+00
654, 3.63350880100000007e+00, 5.10830324909749667e+00, 2.59363484290758561e-01, 5.48019825623399185e-03, 5.00250001920760837e+02, 1.22641979508056397e+03, 1.22631045524380443e+03, 2.08089249306672718e-05, 1.14714691457077758e-01, 7.35823582469762776e-04, 1.22483864490425379e-01, 2.74578749523781251e-01, 2.59363393152403809e-01, 1.67241686287833979e-01, 1.83955895617440746e-01, 7.80443127688212712e+00
655, 3.63773341700000019e+00, 5.11191335740074582e+00, 2.59342460002551400e-01, 5.49897614427540329e-03, 5.00250001920760724e+02, 1.22641961641736088e+03, 1.22631044721599596e+03, 2.08227813328387926e-05, 1.14665250579983460e-01, 7.36134027199796394e-04, 1.22503530196716282e-01, 2.74915593495180133e-01, 2.59342317688875112e-01, 1.67080846652584963e-01, 1.84033506799949204e-01, 7.77087821350969676e+00
656, 3.64202304500000018e+00, 5.11552346570399497e+00, 2.59375485601767986e-01, 5.50343726785161580e-03, 5.00250001920760951e+02, 1.22641943884771331e+03, 1.22631044342854057e+03, 2.08367266748953993e-05, 1.14105619838925823e-01, 7.36443399283154537e-04, 1.22522404840938834e-01, 2.75251060629322641e-01, 2.59375398812886293e-01, 1.66920288774529718e-01, 1.84110849820788708e-01, 7.70892962818152228e+00
657, 3.64623272300000023e+00, 5.11913357400724411e+00, 2.59390588886917461e-01, 5.49446346041756843e-03, 5.00250001920760837e+02, 1.22641926237096709e+03, 1.22631044411136691e+03, 2.08507746404783786e-05, 1.12514617583778551e-01, 7.36751723258804634e-04, 1.22540322714886171e-01, 2.75585144852369013e-01, 2.59390545214514656e-01, 1.66760019330549181e-01, 1.84187930814701084e-01, 7.70310890076526888e+00
658, 3.65045349200000002e+00, 5.12274368231049326e+00, 2.59387224084514645e-01, 5.47307372973643638e-03, 5.00250001920760951e+02, 1.22641908698648012e+03, 1.22631044999815094e+03, 2.08649324094927810e-05, 1.11104524913078956e-01, 7.37059019065405482e-04, 1.22557106648980882e-01, 2.75917840241126477e-01, 2.59387209728185353e-01, 1.66600044870853031e-01, 1.84264754766351402e-01, 7.66184430968301200e+00
659, 3.65450699600000029e+00, 5.12635379061374241e+00, 2.59364795898410772e-01, 5.44040831736011463e-03, 5.00250001920760724e+02, 1.22641891269362031e+03, 1.22631045961859149e+03, 2.08792002572651479e-05, 1.11084317180683886e-01, 7.37365300728959664e-04, 1.22572572791123061e-01, 2.76249141023716116e-01, 2.59364795180889784e-01, 1.66440371817376781e-01, 1.84341325182239862e-01, 7.58584683911756130e+00
660, 3.65861060500000024e+00, 5.12996389891699156e+00, 2.59322695189944885e-01, 5.39771116926689859e-03, 5.00250001920760837e+02, 1.22641873949176625e+03, 1.22631046760343042e+03, 2.08935715967175064e-05, 1.10301924127458775e-01, 7.37670577624158740e-04, 1.22586535967314600e-01, 2.76579041581204277e-01, 2.59322690263128430e-01, 1.66281006462907083e-01, 1.84417644406039555e-01, 7.54786615534736605e+00
661, 3.66278649000000023e+00, 5.13357400722024071e+00, 2.59260334510474810e-01, 5.34631109181225167e-03, 5.00250001920760951e+02, 1.22641856738030765e+03, 1.22631046749518509e+03, 2.09080334494102071e-05, 1.08504580857728100e-01, 7.37974857915624140e-04, 1.22598815491137991e-01, 2.76907536450193392e-01, 2.59260305287946247e-01, 1.66121954970763430e-01, 1.84493714478906279e-01, 7.52663260862456163e+00
662, 3.66690044800000026e+00, 5.13718411552348986e+00, 2.59177181069291329e-01, 5.28991681261702876e-03, 5.00250001920760667e+02, 1.22641839635863425e+03, 1.22631046800910985e+03, 2.09225673033943827e-05, 1.06897010793764985e-01, 7.38278152893070473e-04, 1.22610174195090932e-01, 2.77234620325843950e-01, 2.59177105399003571e-01, 1.65963223374677116e-01, 1.84569538223267687e-01, 7.51343490568463324e+00
663, 3.67097089400000032e+00, 5.14079422382673901e+00, 2.59090103741802524e-01, 5.26461721787801866e-03, 5.00250001920760894e+02, 1.22641822642613215e+03, 1.22631047004805032e+03, 2.09371502922565042e-05, 1.07858038130012532e-01, 7.38580480495529723e-04, 1.22625196280631385e-01, 2.77560288064502780e-01, 2.59089905262636200e-01, 1.65804817578473845e-01, 1.84645120123882012e-01, 7.61196402192316324e+00
664, 3.67506683800000022e+00, 5.14440433212998816e+00, 2.59109048811733300e-01, 5.28832045974628531e-03, 5.00250001920760724e+02, 1.22641805758217674e+03, 1.22631046705554809e+03, 2.09517566119939840e-05, 1.11640648413695795e-01, 7.38881866528619410e-04, 1.22639555010444476e-01, 2.77884534685168716e-01, 2.59108922446969536e-01, 1.65646743355237797e-01, 1.84720466632154828e-01, 7.72108839467488650e+00
665, 3.67923965700000011e+00, 5.14801444043323730e+00, 2.59108565016086756e-01, 5.36576194639856296e-03, 5.00250001920760837e+02, 1.22641788982612252e+03, 1.22631046489976461e+03, 2.09663590813065275e-05, 1.14497776242628760e-01, 7.39182342849473758e-04, 1.22653138692504590e-01, 2.78207355369416265e-01, 2.59108496511989084e-01, 1.65489006345810125e-01, 1.84795585712368399e-01, 7.80008463722865386e+00
666, 3.68334354700000022e+00, 5.15162454873648645e+00, 2.59088058058335846e-01, 5.42692718839213935e-03, 5.00250001920760951e+02, 1.22641772315729622e+03, 1.22631046283965225e+03, 2.09809307467861132e-05, 1.16373339023021008e-01, 7.39481942865708418e-04, 1.22665817860350412e-01, 2.78528745459988847e-01, 2.59088031114521777e-01, 1.65331612056703992e-01, 1.84870485716427141e-01, 7.85397777358141891e+00
667, 3.68751873000000030e+00, 5.15523465703973560e+00, 2.59046953620938214e-01, 5.47207778557442376e-03, 5.00250001920760951e+02, 1.22641755757498436e+03, 1.22631045066700949e+03, 2.09954464370244517e-05, 1.17234103310219245e-01, 7.39780695701656651e-04, 1.22677448580026771e-01, 2.78848700458840637e-01, 2.59046949674220872e-01, 1.65174565857699684e-01, 1.84945173925414125e-01, 7.87414793817694481e+00
668, 3.69173792499999998e+00, 5.15884476534298475e+00, 2.58984729239401690e-01, 5.50165538137427790e-03, 5.00250001920760837e+02, 1.22641739307843091e+03, 1.22631044204528826e+03, 2.10098841780266572e-05, 1.17070526944884137e-01, 7.40078620978320656e-04, 1.22687876590042419e-01, 2.79167216025763276e-01, 2.58984727482885646e-01, 1.65017872979499824e-01, 1.85019655244579889e-01, 7.87875446746464725e+00
669, 3.69594312500000033e+00, 5.16245487364623390e+00, 2.58900942516621602e-01, 5.51627362721521415e-03, 5.00250001920760951e+02, 1.22641722966682528e+03, 1.22631043739024926e+03, 2.10242263953626863e-05, 1.16672259162750369e-01, 7.40375726117074818e-04, 1.22696942181336879e-01, 2.79484287978676027e-01, 2.58900920154521708e-01, 1.64861538511815953e-01, 1.85093931529268507e-01, 7.85142467974385738e+00
670, 3.70013290600000033e+00, 5.16606498194948305e+00, 2.58795254636996264e-01, 5.51670775326145411e-03, 5.00250001920760951e+02, 1.22641706733930027e+03, 1.22631043859478768e+03, 2.10384608448323108e-05, 1.16376664991573300e-01, 7.40672007397881731e-04, 1.22704485689941328e-01, 2.79799912296230691e-01, 2.58795187352557021e-01, 1.64705567402142067e-01, 1.85168001849470298e-01, 7.78987266177393956e+00
671, 3.70426760299999991e+00, 5.16967509025273220e+00, 2.58667448636231201e-01, 5.50388191148471276e-03, 5.00250001920760837e+02, 1.22641690609493321e+03, 1.22631044491511057e+03, 2.10525812316419019e-05, 1.15030267112586640e-01, 7.40967454875697366e-04, 1.22710353443401296e-01, 2.80114085122648460e-01, 2.58667311229828056e-01, 1.64549964455276171e-01, 1.85241863718924232e-01, 7.77141198591610127e+00
672, 3.70838510700000024e+00, 5.17328519855598135e+00, 2.58651935706832869e-01, 5.47885449143530739e-03, 5.00250001920760837e+02, 1.22641674593273638e+03, 1.22631045172167615e+03, 2.10665874968496456e-05, 1.13353936105736658e-01, 7.41262060025484385e-04, 1.22714403974601385e-01, 2.80426802773928396e-01, 2.58651776665186406e-01, 1.64394734333456111e-01, 1.85315515006371029e-01, 7.74181902968719449e+00
673, 3.71234582800000013e+00, 5.17689530685923049e+00, 2.58631389774863552e-01, 5.44280164026538643e-03, 5.00250001920760610e+02, 1.22641658685166203e+03, 1.22631046121077770e+03, 2.10804857679821421e-05, 1.12858088685330357e-01, 7.41555824029813105e-04, 1.22716514294838180e-01, 2.80738061743970868e-01, 2.58631302218207626e-01, 1.64239881556804107e-01, 1.85388956007453143e-01, 7.67724095316502897e+00
674, 3.71634194499999992e+00, 5.18050541516247964e+00, 2.58589258995274018e-01, 5.39699924597176247e-03, 5.00250001920761008e+02, 1.22641642885060810e+03, 1.22631047333748847e+03, 2.10942879873694270e-05, 1.12454057587238296e-01, 7.41848764249371717e-04, 1.22716586003131636e-01, 2.81047858708950327e-01, 2.58589222955161346e-01, 1.64085410503710061e-01, 1.85462191062342741e-01, 7.62793108060193958e+00
675, 3.72046834600000009e+00, 5.18411552346572879e+00, 2.58525159292502082e-01, 5.34280366604981787e-03, 5.00250001920761008e+02, 1.22641627192841565e+03, 1.22631047057974070e+03, 2.11080112462844300e-05, 1.11014166196464661e-01, 7.42140916762104781e-04, 1.22714551001943728e-01, 2.81356190528585792e-01, 2.58525152711802209e-01, 1.63931325410823558e-01, 1.85535229190526119e-01, 7.57800853363344018e+00
676, 3.72446654700000002e+00, 5.18772563176897794e+00, 2.58438816086604461e-01, 5.29445599255673905e-03, 5.00250001920761008e+02, 1.22641611608387984e+03, 1.22631046977354208e+03, 2.11216768650744804e-05, 1.08847441554954114e-01, 7.42432333846198742e-04, 1.22710376591476239e-01, 2.81663054243671829e-01, 2.58438815208966499e-01, 1.63777630372452188e-01, 1.85608083461549417e-01, 7.57913570997983932e+00
677, 3.72860595300000019e+00, 5.19133574007222709e+00, 2.58330080997956624e-01, 5.26635266697534493e-03, 5.00250001920761065e+02, 1.22641596131575329e+03, 1.22631047164096663e+03, 2.11353092690288808e-05, 1.09263172130293212e-01, 7.42723076650216268e-04, 1.22704069725984743e-01, 2.81968447070219785e-01, 2.58330060932872640e-01, 1.63624329339343649e-01, 1.85680769162553938e-01, 7.68126394046296479e+00
678, 3.73262601400000005e+00, 5.19494584837547624e+00, 2.58198943533859637e-01, 5.32333760681485448e-03, 5.00250001920761008e+02, 1.22641580762275316e+03, 1.22631047186548312e+03, 2.11489347167849008e-05, 1.13266796287389532e-01, 7.43013204661308133e-04, 1.22695680236096935e-01, 2.82272366391530305e-01, 2.58198878945726240e-01, 1.63471426117040075e-01, 1.85753301165327178e-01, 7.79407853735114475e+00
679, 3.73658714600000019e+00, 5.19855595667872539e+00, 2.58045537841044947e-01, 5.39679185657721688e-03, 5.00250001920760724e+02, 1.22641565500357069e+03, 1.22631046948990252e+03, 2.11625799427640101e-05, 1.16345484717923719e-01, 7.43302764563619385e-04, 1.22694757680864866e-01, 2.82574809750176181e-01, 2.58045403702062637e-01, 1.63318924364101115e-01, 1.85825691140904803e-01, 7.87469273883010779e+00
680, 3.74070414899999992e+00, 5.20216606498197454e+00, 2.57983823378640065e-01, 5.45393603685317800e-03, 5.00250001920760894e+02, 1.22641550345687756e+03, 1.22631046488059883e+03, 2.11762707775902695e-05, 1.18438557132566444e-01, 7.43591781390311982e-04, 1.22696266437096815e-01, 2.82875774842050232e-01, 2.57983644188113481e-01, 1.63166827590564056e-01, 1.85897945347577948e-01, 7.92356368592354343e+00
681, 3.74458628200000021e+00, 5.20577617328522368e+00, 2.57938425233782964e-01, 5.49507753459978557e-03, 5.00250001920761008e+02, 1.22641535298133476e+03, 1.22631045343975302e+03, 2.11900308107730024e-05, 1.19508004839276510e-01, 7.43880254410659138e-04, 1.22696000327023269e-01, 2.83175259514240218e-01, 2.57938327168446724e-01, 1.63015139156952982e-01, 1.85970063602664881e-01, 7.95043304832729447e+00
682, 3.74863561900000031e+00, 5.20938628158847283e+00, 2.57870464505606301e-01, 5.52070305648763408e-03, 5.00250001920760837e+02, 1.22641520357559534e+03, 1.22631044823252910e+03, 2.12038801581680587e-05, 1.19539480154052441e-01, 7.44168159063850654e-04, 1.22693854209924583e-01, 2.83473261767599682e-01, 2.57870423949425498e-01, 1.62863862274011117e-01, 1.86042039765962619e-01, 7.94973388191460995e+00
683, 3.75257861600000009e+00, 5.21299638989172198e+00, 2.57779926589104647e-01, 5.53146995227642678e-03, 5.00250001920761065e+02, 1.22641505523831711e+03, 1.22631044679264664e+03, 2.12178343928325103e-05, 1.18574382287612717e-01, 7.44455454738986687e-04, 1.22689746249463313e-01, 2.83769779763738850e-01, 2.57779918715283940e-01, 1.62713000003151725e-01, 1.86113863684746639e-01, 7.93232524502748504e+00
684, 3.75665868000000014e+00, 5.21660649819497113e+00, 2.57666938653673849e-01, 5.52819516462565563e-03, 5.00250001920760781e+02, 1.22641490796815833e+03, 1.22631044683055325e+03, 2.12319036917857780e-05, 1.18656576358298557e-01, 7.44742096695628995e-04, 1.22683623568897809e-01, 2.84064811835015973e-01, 2.57666938077070473e-01, 1.62562555257443841e-01, 1.86185524173907185e-01, 7.88041979049634200e+00
685, 3.76063288600000023e+00, 5.22021660649822028e+00, 2.57531772441968954e-01, 5.51184198141955496e-03, 5.00250001920760724e+02, 1.22641476176378956e+03, 1.22631044986627921e+03, 2.12460922428242454e-05, 1.17668616447963920e-01, 7.45028049311822105e-04, 1.22675467271945865e-01, 2.84358356495295450e-01, 2.57531753933118834e-01, 1.62412530802826693e-01, 1.86257012327955551e-01, 7.83809284275784712e+00
686, 3.76457832700000017e+00, 5.22382671480146943e+00, 2.57374842520223024e-01, 5.48350480067991315e-03, 5.00250001920761065e+02, 1.22641461662388679e+03, 1.22631045108948751e+03, 2.12603979449190180e-05, 1.15643521017692485e-01, 7.45313297427477772e-04, 1.22665296605925137e-01, 2.84650412448944068e-01, 2.57374781722134571e-01, 1.62262929259192196e-01, 1.86328324356869607e-01, 7.82357931924076944e+00
687, 3.76861408900000017e+00, 5.22743682310471858e+00, 2.57196700289653468e-01, 5.44439214873323162e-03, 5.00250001920760951e+02, 1.22641447254713967e+03, 1.22631045716948643e+03, 2.12748124229979924e-05, 1.14525050988723537e-01, 7.45597852936291119e-04, 1.22653172069170174e-01, 2.84940978595862426e-01, 2.57196574382456911e-01, 1.62113753101031904e-01, 1.86399463234072749e-01, 7.77382319105090858e+00
688, 3.77263682500000019e+00, 5.23104693140796773e+00, 2.57084139922159061e-01, 5.39580821898540206e-03, 5.00250001920760724e+02, 1.22641432953224080e+03, 1.22631046585661898e+03, 2.12893213633953731e-05, 1.14590907675627851e-01, 7.45881754881464625e-04, 1.22639197298973698e-01, 2.85230054031222258e-01, 2.57083951202170313e-01, 1.61965004657478179e-01, 1.86470438720366005e-01, 7.70210509510384078e+00
689, 3.77658602400000021e+00, 5.23465703971121687e+00, 2.57011729509996290e-01, 5.33913322099711755e-03, 5.00250001920760951e+02, 1.22641418757788756e+03, 1.22631046517611048e+03, 2.13039051604721518e-05, 1.13601842525254321e-01, 7.46165062861264827e-04, 1.22623519618069776e-01, 2.85517638039788690e-01, 2.57011626158141659e-01, 1.61816686111733221e-01, 1.86541265715316373e-01, 7.65983376275444350e+00
690, 3.78057548800000021e+00, 5.23826714801446602e+00, 2.56916939103420672e-01, 5.29801307813769062e-03, 5.00250001920760837e+02, 1.22641404668277482e+03, 1.22631046563393693e+03, 2.13185398486027662e-05, 1.11591530323573371e-01, 7.46447845169059430e-04, 1.22606329165251438e-01, 2.85803730085987140e-01, 2.56916895414851465e-01, 1.61668799500071680e-01, 1.86611961292265399e-01, 7.64157735515469572e+00
691, 3.78450644300000016e+00, 5.24187725631771517e+00, 2.56800205129352255e-01, 5.27361680663437742e-03, 5.00250001920761065e+02, 1.22641390684559246e+03, 1.22631046840374779e+03, 2.13331982777930191e-05, 1.10488494244598959e-01, 7.46730164381058381e-04, 1.22599158077853043e-01, 2.86088329801867269e-01, 2.56800195566521838e-01, 1.61521346710698649e-01, 1.86682541095264526e-01, 7.73293592326311785e+00
692, 3.78860287800000028e+00, 5.24548736462096432e+00, 2.56662101880703930e-01, 5.35496755721930409e-03, 5.00250001920761065e+02, 1.22641376806500648e+03, 1.22631046935116069e+03, 2.13478514766619147e-05, 1.14512288601558543e-01, 7.47012063747054208e-04, 1.22591353308252229e-01, 2.86371436975639049e-01, 2.56662101749339233e-01, 1.61374329482822515e-01, 1.86753015936763633e-01, 7.85360035593903572e+00
693, 3.79265645300000021e+00, 5.24909747292421347e+00, 2.56503330527907525e-01, 5.42471729350206718e-03, 5.00250001920760951e+02, 1.22641363033966581e+03, 1.22631046824355963e+03, 2.13624701344309851e-05, 1.17804168567811188e-01, 7.47293557577626542e-04, 1.22585112909582405e-01, 2.86653051543346638e-01, 2.56503316591773445e-01, 1.61227749406227416e-01, 1.86823389394406458e-01, 7.94216851785502964e+00
694, 3.79683976100000020e+00, 5.25270758122746262e+00, 2.56324704427763728e-01, 5.47814224951237959e-03, 5.00250001920760837e+02, 1.22641349366818304e+03, 1.22631046717990989e+03, 2.13770261248945032e-05, 1.20236733837861265e-01, 7.47574627894189857e-04, 1.22609343854385378e-01, 2.86933173585529888e-01, 2.56324655420518854e-01, 1.61081607921524372e-01, 1.86893656973547317e-01, 7.99809746702973445e+00
695, 3.80095680500000022e+00, 5.25631768953071177e+00, 2.56127131259843488e-01, 5.51559278809091516e-03, 5.00250001920760837e+02, 1.22641335804913024e+03, 1.22631046402538982e+03, 2.13914939908939184e-05, 1.21643108143011588e-01, 7.47855228140762752e-04, 1.22632372133915812e-01, 2.87211803329579130e-01, 2.56127028264522272e-01, 1.60935906321079514e-01, 1.86963807035190582e-01, 8.02114667682633353e+00
696, 3.80518209199999990e+00, 5.25992779783396092e+00, 2.55943004052711420e-01, 5.53759757412319951e-03, 5.00250001920761065e+02, 1.22641322348103404e+03, 1.22631045998186028e+03, 2.14058523081280380e-05, 1.22001250971636027e-01, 7.48135293101367103e-04, 1.22654048186047887e-01, 2.87488941157182987e-01, 2.55942803027080723e-01, 1.60790645750453320e-01, 1.87033823275341904e-01, 8.02270949512568876e+00
697, 3.80942507300000033e+00, 5.26353790613721007e+00, 2.55845448795380626e-01, 5.54485428414246227e-03, 5.00250001920760951e+02, 1.22641308996236216e+03, 1.22631045433946611e+03, 2.14200848523991429e-05, 1.21313007095694494e-01, 7.48414752720691096e-04, 1.22674273696679062e-01, 2.87764587615105594e-01, 2.55845334482972808e-01, 1.60645827210057712e-01, 1.87103688180173033e-01, 8.01288309480260530e+00
698, 3.81397732400000011e+00, 5.26714801444045921e+00, 2.55727128371507739e-01, 5.53821796843418073e-03, 5.00250001920761008e+02, 1.22641295749153028e+03, 1.22631045045402198e+03, 2.14341815044552594e-05, 1.20844332324833242e-01, 7.48693546630003343e-04, 1.22693002866533868e-01, 2.88038743426750343e-01, 2.55727075337399412e-01, 1.60501451556696456e-01, 1.87173386657500718e-01, 7.97442107775683340e+00
699, 3.81828381399999994e+00, 5.27075812274370836e+00, 2.55588890481289688e-01, 5.51868725172912147e-03, 5.00250001920761065e+02, 1.22641282606688605e+03, 1.22631044967285652e+03, 2.14481388408917139e-05, 1.20335891315446544e-01, 7.48971636042220705e-04, 1.22710242161550631e-01, 2.88311409501817717e-01, 2.55588874716047965e-01, 1.60357519504687740e-01, 1.87242909010555347e-01, 7.91052102561725690e+00
