Iter, Clock_time, Time, Max_vel, Max_density, Mass, PE_tot, BPE_tot, BPE_from_int, Max_diss, Diss_tot, Max_u, KE_x, Max_w, KE_z, Enst_y_tot, Max_vort_y
4512, 2.06964849279999967e+01, 2.43823529411767339e+01, 1.33053862575302301e-01, 5.70319645096889916e-03, 5.00250001920761179e+02, 1.22656330888205389e+03, 1.22632622721379357e+03, 1.76016147138315946e-05, 1.40978844274706833e-01, 1.67047588117326092e-03, 1.12028727421474975e-01, 1.38216017446038592e-01, 1.14779404510337676e-01, 1.28879267168505007e-01, 4.17618970293315128e-01, 1.25055176413561142e+01
4513, 2.07006070009999981e+01, 2.43897058823532049e+01, 1.33168644361379013e-01, 5.67411964744920193e-03, 5.00250001920760951e+02, 1.22656306643163271e+03, 1.22632626549641873e+03, 1.76048900948519937e-05, 1.38908044354573712e-01, 1.67025334339606290e-03, 1.12020222706133321e-01, 1.38221901431112931e-01, 1.14764472876360935e-01, 1.29102465016486506e-01, 4.17563335849015949e-01, 1.24675598684096176e+01
4514, 2.07046726989999996e+01, 2.43970588235296759e+01, 1.33265380161454283e-01, 5.64807094289754806e-03, 5.00250001920760951e+02, 1.22656282469633743e+03, 1.22632627409146357e+03, 1.76082601981651361e-05, 1.38803087335486075e-01, 1.67004696777327613e-03, 1.11857699399119118e-01, 1.38227728886097551e-01, 1.14881101693421458e-01, 1.29325005928756426e-01, 4.17511741943318582e-01, 1.24140872966727240e+01
4515, 2.07089096779999977e+01, 2.44044117647061469e+01, 1.33344709224144681e-01, 5.68183782227695000e-03, 5.00250001920761179e+02, 1.22656258368080489e+03, 1.22632628926117286e+03, 1.76116974549742791e-05, 1.38453799013566498e-01, 1.66985242316957912e-03, 1.11548811710731721e-01, 1.38233508587896320e-01, 1.14950876919234016e-01, 1.29546872745705033e-01, 4.17463105792395039e-01, 1.23452968529426137e+01
4516, 2.07130126749999981e+01, 2.44117647058826179e+01, 1.33407390636499867e-01, 5.71527641924463297e-03, 5.00250001920760951e+02, 1.22656234338972104e+03, 1.22632631598353237e+03, 1.76151584359393591e-05, 1.35465132717132591e-01, 1.66966602602578178e-03, 1.11471594559837753e-01, 1.38239250041801098e-01, 1.14978303794254819e-01, 1.29768048279025994e-01, 4.17416506506446017e-01, 1.22614891686520959e+01
4517, 2.07171141799999994e+01, 2.44191176470590889e+01, 1.33454206612745152e-01, 5.70294452150601171e-03, 5.00250001920760837e+02, 1.22656210382780910e+03, 1.22632634845993493e+03, 1.76185858875292231e-05, 1.29731795293595381e-01, 1.66948495194488766e-03, 1.11858942359587155e-01, 1.38244963414562383e-01, 1.14969466177887322e-01, 1.29988515603747412e-01, 4.17371237986221721e-01, 1.22451861871561256e+01
4518, 2.07212927299999983e+01, 2.44264705882355599e+01, 1.33485883997086358e-01, 5.67544397220009350e-03, 5.00250001920760837e+02, 1.22656186499978958e+03, 1.22632637802988461e+03, 1.76219116894967062e-05, 1.33274213679080072e-01, 1.66930727598688664e-03, 1.12089440929715359e-01, 1.38250659346128763e-01, 1.14931600503703796e-01, 1.30208258335042737e-01, 4.17326818996722415e-01, 1.22363500233510560e+01
4519, 2.07253265369999973e+01, 2.44338235294120310e+01, 1.33503037407877057e-01, 5.65218716484281944e-03, 5.00250001920761065e+02, 1.22656162691035775e+03, 1.22632640889763434e+03, 1.76250605421954819e-05, 1.35234779489464219e-01, 1.66913189910296344e-03, 1.12161456929208356e-01, 1.38256348686022629e-01, 1.14872603927666697e-01, 1.30427260873018425e-01, 4.17282974775740778e-01, 1.22166217568976805e+01
4520, 2.07295360149999972e+01, 2.44411764705885020e+01, 1.33506135908868145e-01, 5.64061419960105916e-03, 5.00250001920761008e+02, 1.22656138956415680e+03, 1.22632642620354818e+03, 1.76279541316690275e-05, 1.35462353938417157e-01, 1.66895842478120208e-03, 1.12078679543766921e-01, 1.38262042210220593e-01, 1.14800515720268489e-01, 1.30645508595783333e-01, 4.17239606195300705e-01, 1.21864699429813221e+01
4521, 2.07336690789999984e+01, 2.44485294117649730e+01, 1.33495494072757181e-01, 5.66903378899247419e-03, 5.00250001920760951e+02, 1.22656115296574512e+03, 1.22632643190164299e+03, 1.76305154791035302e-05, 1.38637178239753162e-01, 1.66878703233437533e-03, 1.11849772670030850e-01, 1.38267750372202097e-01, 1.14723013047547825e-01, 1.30862987976529566e-01, 4.17196758083594188e-01, 1.21459897777671646e+01
4522, 2.07378476479999989e+01, 2.44558823529414440e+01, 1.33471287670038186e-01, 5.68812145318174298e-03, 5.00250001920761008e+02, 1.22656091711957879e+03, 1.22632645224289263e+03, 1.76326731635185391e-05, 1.42078647609891556e-01, 1.66861836278857541e-03, 1.11487703530556037e-01, 1.38273483129519675e-01, 1.14646960496256445e-01, 1.31079686599074430e-01, 4.17154590697143668e-01, 1.20948780571275556e+01
4523, 2.07419612259999973e+01, 2.44632352941179150e+01, 1.33433593753605556e-01, 5.69631350664358185e-03, 5.00250001920761008e+02, 1.22656068202998131e+03, 1.22632647420258832e+03, 1.76343651145150523e-05, 1.44555724258046886e-01, 1.66845340553507175e-03, 1.11551813651936463e-01, 1.38279249869103948e-01, 1.14578047260531710e-01, 1.31295593052889431e-01, 4.17113351383767483e-01, 1.20324312517647272e+01
4524, 2.07461097489999986e+01, 2.44705882352943860e+01, 1.33382454365820080e-01, 5.69211393318974808e-03, 5.00250001920760781e+02, 1.22656044770112089e+03, 1.22632651594657455e+03, 1.76355417052384185e-05, 1.43977273451467630e-01, 1.66829336199796670e-03, 1.11846337308372915e-01, 1.38285059435625329e-01, 1.14520537428173419e-01, 1.31510696704843916e-01, 4.17073340499491796e-01, 1.19575669745169062e+01
4525, 2.07502595339999978e+01, 2.44779411764708570e+01, 1.33317962233243381e-01, 5.68768104078331161e-03, 5.00250001920761235e+02, 1.22656021413698477e+03, 1.22632655677650928e+03, 1.76361679318725655e-05, 1.40330998829298809e-01, 1.66813947205152148e-03, 1.11990312361568423e-01, 1.38290920251874255e-01, 1.14477148165324935e-01, 1.31724987368368934e-01, 4.17034868012880588e-01, 1.18957214291989466e+01
4526, 2.07543119569999988e+01, 2.44852941176473280e+01, 1.33435062258751735e-01, 5.66830784988395144e-03, 5.00250001920761065e+02, 1.22655998134136917e+03, 1.22632658143825438e+03, 1.76362245403068549e-05, 1.33768756338066036e-01, 1.66799281528902908e-03, 1.11988554294040477e-01, 1.38296840510593627e-01, 1.14449058843145490e-01, 1.31938454915351139e-01, 4.16998203822257496e-01, 1.19148898246239341e+01
4527, 2.07583463149999972e+01, 2.44926470588237990e+01, 1.33573502294033641e-01, 5.65319473209176943e-03, 5.00250001920761065e+02, 1.22655974931786477e+03, 1.22632659839403686e+03, 1.76357080467429167e-05, 1.31065848211476682e-01, 1.66785412978176159e-03, 1.11850038384566725e-01, 1.38302828413373408e-01, 1.14439800140817657e-01, 1.32151088893770641e-01, 4.16963532445439933e-01, 1.19360848207642611e+01
4528, 2.07624703619999984e+01, 2.45000000000002700e+01, 1.33692347633818903e-01, 5.74199618084281389e-03, 5.00250001920760951e+02, 1.22655951806986104e+03, 1.22632660598139751e+03, 1.76346296894059517e-05, 1.31567970454713634e-01, 1.66772370999460746e-03, 1.11587073724432648e-01, 1.38308892432192132e-01, 1.14515222616065379e-01, 1.32362878217877900e-01, 4.16930927498651738e-01, 1.19547161522824119e+01
4529, 2.07665813149999998e+01, 2.45073529411767410e+01, 1.33790013093484927e-01, 5.81284253891401533e-03, 5.00250001920760667e+02, 1.22655928760054348e+03, 1.22632661245370400e+03, 1.76330134351694999e-05, 1.36182398686629569e-01, 1.66760144106239006e-03, 1.11214343507609476e-01, 1.38315041570341635e-01, 1.14606826901522477e-01, 1.32573810984405266e-01, 4.16900360265597625e-01, 1.19609386763794490e+01
4530, 2.07705963869999977e+01, 2.45147058823532120e+01, 1.33865025931651338e-01, 5.86470894865844580e-03, 5.00250001920760724e+02, 1.22655905791291343e+03, 1.22632663454403860e+03, 1.76308932400313445e-05, 1.42435590394299344e-01, 1.66748699575973674e-03, 1.11242230297501368e-01, 1.38321285599943361e-01, 1.14695597430285734e-01, 1.32783874440094041e-01, 4.16871748939934339e-01, 1.19544893425647949e+01
4531, 2.07746017819999977e+01, 2.45220588235296830e+01, 1.33916101416395067e-01, 5.89709218742950469e-03, 5.00250001920761008e+02, 1.22655882900980623e+03, 1.22632666268016987e+03, 1.76283098192610882e-05, 1.46689074805348485e-01, 1.66738017122037424e-03, 1.11458812157150561e-01, 1.38327635252720210e-01, 1.14780829509374696e-01, 1.32993055090004780e-01, 4.16845042805093158e-01, 1.19349655701374733e+01
4532, 2.07786259209999997e+01, 2.45294117647061540e+01, 1.33942238463554214e-01, 5.91006370239205350e-03, 5.00250001920760951e+02, 1.22655860089390671e+03, 1.22632669656488133e+03, 1.76253072166632297e-05, 1.47931771279602803e-01, 1.66728129118167475e-03, 1.11547601769227595e-01, 1.38334102340487375e-01, 1.14861399382675700e-01, 1.33201338902844496e-01, 4.16820322795419085e-01, 1.19018452704248929e+01
4533, 2.07829187749999988e+01, 2.45367647058826250e+01, 1.33942826885747490e-01, 5.90429139129505526e-03, 5.00250001920760951e+02, 1.22655837356777283e+03, 1.22632672563515666e+03, 1.76219294699784779e-05, 1.46040192659154910e-01, 1.66719156504043929e-03, 1.11516656297328209e-01, 1.38340699784270299e-01, 1.14935929791220165e-01, 1.33408711548635678e-01, 4.16797891260109410e-01, 1.18545152251962875e+01
4534, 2.07870337049999989e+01, 2.45441176470590960e+01, 1.33917755969226920e-01, 5.88102595269091814e-03, 5.00250001920761179e+02, 1.22655814703385340e+03, 1.22632673934092099e+03, 1.76182176506889448e-05, 1.41056333775222864e-01, 1.66711329129979940e-03, 1.11376050751275560e-01, 1.38347441537953975e-01, 1.15002992445123672e-01, 1.33615158601480072e-01, 4.16778322824950087e-01, 1.17923054626677821e+01
4535, 2.07911455899999993e+01, 2.45514705882355670e+01, 1.33867513793096554e-01, 5.84205046717703458e-03, 5.00250001920761292e+02, 1.22655792129450288e+03, 1.22632676229685217e+03, 1.76142075135897817e-05, 1.35172796588616195e-01, 1.66704982371706730e-03, 1.11137054234096130e-01, 1.38354342404435365e-01, 1.15061326852351417e-01, 1.33820665656211230e-01, 4.16762455929266973e-01, 1.17145268559222728e+01
4536, 2.07953283769999970e+01, 2.45588235294120381e+01, 1.33793267839846353e-01, 5.78959505968295457e-03, 5.00250001920760894e+02, 1.22655769635199772e+03, 1.22632678577208367e+03, 1.76099279288351536e-05, 1.34646790010984618e-01, 1.66700527526284837e-03, 1.10811397498939798e-01, 1.38361417757721150e-01, 1.15110050198845681e-01, 1.34025218336721041e-01, 4.16751318815711869e-01, 1.16574730263290736e+01
4537, 2.07993839549999997e+01, 2.45661764705885091e+01, 1.33696919617142640e-01, 5.79934852826716717e-03, 5.00250001920761065e+02, 1.22655747220854300e+03, 1.22632680132567771e+03, 1.76054001928667992e-05, 1.33400926839716660e-01, 1.66698400039344509e-03, 1.10538459747009765e-01, 1.38368683199987019e-01, 1.15148830927043047e-01, 1.34228802206278641e-01, 4.16746000098360936e-01, 1.16007286513676107e+01
4538, 2.08033477919999967e+01, 2.45735294117649801e+01, 1.33581128617685813e-01, 5.79107346249494673e-03, 5.00250001920761065e+02, 1.22655724886628150e+03, 1.22632681899843146e+03, 1.76006382318708506e-05, 1.38298090627238107e-01, 1.66698994990672426e-03, 1.10730617111188506e-01, 1.38376154194282924e-01, 1.15178000311077181e-01, 1.34431402616125573e-01, 4.16747487476681167e-01, 1.15325605743481550e+01
4539, 2.08074676009999990e+01, 2.45808823529414511e+01, 1.33449303369812255e-01, 5.76287820131293239e-03, 5.00250001920760894e+02, 1.22655702632729003e+03, 1.22632684322419482e+03, 1.75956496297316917e-05, 1.44001443813556368e-01, 1.66702601920759217e-03, 1.10824610376756436e-01, 1.38383845718212217e-01, 1.15198582191478480e-01, 1.34633004540874429e-01, 4.16756504801897965e-01, 1.15066860853606912e+01
4540, 2.08115291499999984e+01, 2.45882352941179221e+01, 1.33305559129848095e-01, 5.78896964369509260e-03, 5.00250001920761235e+02, 1.22655680459358041e+03, 1.22632685168506464e+03, 1.75904373390787218e-05, 1.46926357225363985e-01, 1.66709350463479177e-03, 1.10826802550547512e-01, 1.38391771980418660e-01, 1.15212230896851897e-01, 1.34833592445606942e-01, 4.16773376158697750e-01, 1.15604217256996389e+01
4541, 2.08155861109999982e+01, 2.45955882352943931e+01, 1.33154642786514094e-01, 5.81019661429303148e-03, 5.00250001920760894e+02, 1.22655658366709167e+03, 1.22632684546313067e+03, 1.75850018752106379e-05, 1.46852863903889880e-01, 1.66719174954715757e-03, 1.10805817589076788e-01, 1.38399946231389265e-01, 1.15246118776248047e-01, 1.35033150213549641e-01, 4.16797937386789052e-01, 1.16066374705890585e+01
4542, 2.08196864939999990e+01, 2.46029411764708641e+01, 1.33001825955482295e-01, 5.81318093654597298e-03, 5.00250001920760951e+02, 1.22655636354967419e+03, 1.22632684186905749e+03, 1.75793437532274878e-05, 1.43713889350159413e-01, 1.66731801643237010e-03, 1.10712508300685575e-01, 1.38408380686124821e-01, 1.15366809546153720e-01, 1.35231661142024423e-01, 4.16829504108092330e-01, 1.16410182893893310e+01
4543, 2.08237187289999994e+01, 2.46102941176473351e+01, 1.32890074727106122e-01, 5.79953002572496622e-03, 5.00250001920761349e+02, 1.22655614424308555e+03, 1.22632685769571231e+03, 1.75734659115942166e-05, 1.37606222936237255e-01, 1.66746757976491745e-03, 1.10493737341759851e-01, 1.38417086562340974e-01, 1.15473257528431808e-01, 1.35429107996201836e-01, 4.16866894941229471e-01, 1.16619648465418813e+01
4544, 2.08277751789999996e+01, 2.46176470588238061e+01, 1.33120271833484155e-01, 5.77120120953910406e-03, 5.00250001920761179e+02, 1.22655592574897605e+03, 1.22632688517376528e+03, 1.75673758716249858e-05, 1.38047317606128678e-01, 1.66763400844140131e-03, 1.10162105342561462e-01, 1.38426074226892293e-01, 1.15562667179328962e-01, 1.35625473100923072e-01, 4.16908502110350299e-01, 1.16677252137981018e+01
4545, 2.08319407539999979e+01, 2.46250000000002771e+01, 1.33313442274258981e-01, 5.73038405433224339e-03, 5.00250001920760951e+02, 1.22655570806888613e+03, 1.22632690507567008e+03, 1.75610874110769323e-05, 1.39455232416336478e-01, 1.66780959912168208e-03, 1.10424402751698056e-01, 1.38435353435926778e-01, 1.15633362581688354e-01, 1.35820738452019779e-01, 4.16952399780420646e-01, 1.16564192821815915e+01
4546, 2.08360109799999975e+01, 2.46323529411767481e+01, 1.33467973183754557e-01, 5.67937799070275095e-03, 5.00250001920761008e+02, 1.22655549120424234e+03, 1.22632691326185977e+03, 1.75546215784274634e-05, 1.40590430611887196e-01, 1.66798592633205151e-03, 1.10699601747172319e-01, 1.38444933649859880e-01, 1.15685045970232020e-01, 1.36014885837090538e-01, 4.16996481583012502e-01, 1.16260725749300562e+01
4547, 2.08400485239999966e+01, 2.46397058823532191e+01, 1.33585263283414690e-01, 5.70895670918930564e-03, 5.00250001920761065e+02, 1.22655527515636436e+03, 1.22632692445465659e+03, 1.75480069381781835e-05, 1.45195859418429801e-01, 1.66815448022741885e-03, 1.10839485086120113e-01, 1.38454824400419479e-01, 1.15718921923146714e-01, 1.36207896965531705e-01, 4.17038620056854659e-01, 1.15746618463882367e+01
4548, 2.08441871389999989e+01, 2.46470588235296901e+01, 1.33928455801641033e-01, 5.74539178510533564e-03, 5.00250001920760894e+02, 1.22655505992647613e+03, 1.22632692501859788e+03, 1.75412790111563084e-05, 1.49676791870605647e-01, 1.66830735808143294e-03, 1.10847666196075639e-01, 1.38465035681957727e-01, 1.15737671791666066e-01, 1.36399753612527319e-01, 4.17076839520357512e-01, 1.15001743316705287e+01
4549, 2.08484808049999977e+01, 2.46544117647061611e+01, 1.34358133788651579e-01, 5.76200717514410449e-03, 5.00250001920761065e+02, 1.22655484551570794e+03, 1.22632691600764292e+03, 1.75344789509090151e-05, 1.51253865835644874e-01, 1.66843795731694907e-03, 1.10731895925314558e-01, 1.38475578332685839e-01, 1.15745282106127709e-01, 1.36590437778102730e-01, 4.17109489329237471e-01, 1.14759559190804659e+01
4550, 2.08525759579999992e+01, 2.46617647058826321e+01, 1.35025053533568029e-01, 5.75873098353152542e-03, 5.00250001920761122e+02, 1.22655463192511024e+03, 1.22632691425709891e+03, 1.75276515711437158e-05, 1.49766137063735649e-01, 1.66854159196218798e-03, 1.10503302520699467e-01, 1.38486464365358081e-01, 1.15746748679978903e-01, 1.36779931850968400e-01, 4.17135397990546775e-01, 1.15213167462283330e+01
4551, 2.08567397089999993e+01, 2.46691176470591031e+01, 1.35607312142570630e-01, 5.73589525537219688e-03, 5.00250001920760837e+02, 1.22655441915565507e+03, 1.22632692962207966e+03, 1.75208429030834907e-05, 1.46300040439074436e-01, 1.66861593398000057e-03, 1.10175459375784379e-01, 1.38497707204564946e-01, 1.15747692253012513e-01, 1.36968218752646087e-01, 4.17153983495000769e-01, 1.15518683472435164e+01
4552, 2.08608203949999975e+01, 2.46764705882355742e+01, 1.36097908818297059e-01, 5.72022609910324831e-03, 5.00250001920761065e+02, 1.22655420720822644e+03, 1.22632692496609184e+03, 1.75140975095397039e-05, 1.48505261994671123e-01, 1.66866118093894232e-03, 1.10188625730360937e-01, 1.38509321792748885e-01, 1.16284817664819545e-01, 1.37155282027451919e-01, 4.17165295234735500e-01, 1.15673177083954304e+01
4553, 2.08650354929999970e+01, 2.46838235294120452e+01, 1.36493193490230869e-01, 5.69693968223296612e-03, 5.00250001920760724e+02, 1.22655399608362200e+03, 1.22632691085089027e+03, 1.75074558096114398e-05, 1.50269466104022975e-01, 1.66867988181492724e-03, 1.10425592165198455e-01, 1.38521324541185570e-01, 1.16839135771155039e-01, 1.37341105844780709e-01, 4.17169970453732053e-01, 1.15674894651661457e+01
4554, 2.08690590609999980e+01, 2.46911764705885162e+01, 1.36837752610750263e-01, 5.66587358428927417e-03, 5.00250001920760951e+02, 1.22655378578254113e+03, 1.22632691508635185e+03, 1.75009516711026116e-05, 1.51624656376201483e-01, 1.66867641270677372e-03, 1.10542043082465236e-01, 1.38533733124572317e-01, 1.17349378344821106e-01, 1.37525674894710681e-01, 4.17169103176692591e-01, 1.15523319468770467e+01
4555, 2.08730768589999975e+01, 2.46985294117649872e+01, 1.37302089960255475e-01, 5.62834398392784551e-03, 5.00250001920760781e+02, 1.22655357630557455e+03, 1.22632691970763472e+03, 1.74946105060717987e-05, 1.52607480886252228e-01, 1.66865617139856193e-03, 1.10543647516764890e-01, 1.38546566144428673e-01, 1.17806990490163715e-01, 1.37708974184014316e-01, 4.17164042849640537e-01, 1.15350294186952702e+01
4556, 2.08773356190000001e+01, 2.47058823529414582e+01, 1.37677986067385599e-01, 5.65302233759203045e-03, 5.00250001920760951e+02, 1.22655336765320862e+03, 1.22632692924857065e+03, 1.74884480598776855e-05, 1.53252640747194135e-01, 1.66862463281110371e-03, 1.10438666257767687e-01, 1.38559842711096559e-01, 1.18206079842195361e-01, 1.37890988770059564e-01, 4.17156158202776073e-01, 1.15343812340184719e+01
4557, 2.08814352399999983e+01, 2.47132352941179292e+01, 1.37959886182098507e-01, 5.69657203026459943e-03, 5.00250001920760951e+02, 1.22655315982582374e+03, 1.22632693660810946e+03, 1.74824700195352245e-05, 1.53587615722545257e-01, 1.66858645334955007e-03, 1.10237197243751348e-01, 1.38573582010208474e-01, 1.18544013522963648e-01, 1.38071703494942272e-01, 4.17146613337387506e-01, 1.15143657674127553e+01
4558, 2.08857445049999981e+01, 2.47205882352944002e+01, 1.38145419018531557e-01, 5.72702341354951530e-03, 5.00250001920761065e+02, 1.22655295282369980e+03, 1.22632694511151931e+03, 1.74766724891429380e-05, 1.53629375030332166e-01, 1.66854481384968631e-03, 1.09950426049492303e-01, 1.38587802922364500e-01, 1.18821731299683972e-01, 1.38251102792049552e-01, 4.17136203462421251e-01, 1.14705831364312374e+01
4559, 2.08897981499999972e+01, 2.47279411764708712e+01, 1.38235364385817294e-01, 5.74511394731872568e-03, 5.00250001920761122e+02, 1.22655274664702915e+03, 1.22632695348930315e+03, 1.74710432961341163e-05, 1.53383304028425954e-01, 1.66850114329281421e-03, 1.09589953970191736e-01, 1.38602523753064338e-01, 1.19078291237863274e-01, 1.38429170626543224e-01, 4.17125285823203462e-01, 1.13990219084069011e+01
4560, 2.08938355439999981e+01, 2.47352941176473422e+01, 1.38292940599696518e-01, 5.75171131390621922e-03, 5.00250001920761065e+02, 1.22655254129592322e+03, 1.22632696926520293e+03, 1.74655640105119490e-05, 1.52844163521675624e-01, 1.66845527824901660e-03, 1.09719163932138181e-01, 1.38617762106161113e-01, 1.19593705777929285e-01, 1.38605890600474180e-01, 4.17113819562254240e-01, 1.13992334425568949e+01
4561, 2.08978816849999980e+01, 2.47426470588238132e+01, 1.38977144533345920e-01, 5.74774787523721093e-03, 5.00250001920761179e+02, 1.22655233677040860e+03, 1.22632697852354227e+03, 1.74602124883730161e-05, 1.51998584076617677e-01, 1.66840600790038140e-03, 1.09850281972119795e-01, 1.38633534903968014e-01, 1.20041606772679332e-01, 1.38781246209438519e-01, 4.17101501975095212e-01, 1.14799120457926627e+01
4562, 2.09019909239999997e+01, 2.47500000000002842e+01, 1.39564828788266815e-01, 5.73415655734783349e-03, 5.00250001920761235e+02, 1.22655213307041845e+03, 1.22632697559836697e+03, 1.74549656982846027e-05, 1.50828427104394508e-01, 1.66835185936834232e-03, 1.09885406516818759e-01, 1.38649858527915254e-01, 1.20425484369762331e-01, 1.38955221192740258e-01, 4.17087964842085823e-01, 1.15513519949739631e+01
4563, 2.09061505479999994e+01, 2.47573529411767552e+01, 1.40053762909369051e-01, 5.71181225285321333e-03, 5.00250001920760951e+02, 1.22655193019577746e+03, 1.22632696120412152e+03, 1.74498025600726612e-05, 1.49314328063470780e-01, 1.66829191887841880e-03, 1.09830274807507816e-01, 1.38666749032164999e-01, 1.20871416790421599e-01, 1.39127799886407971e-01, 4.17072979719604775e-01, 1.16079367286992508e+01
4564, 2.09101812299999992e+01, 2.47647058823532262e+01, 1.40445048884773382e-01, 5.68148333238827682e-03, 5.00250001920760951e+02, 1.22655172814617708e+03, 1.22632695907707080e+03, 1.74447065234709309e-05, 1.48720784704745201e-01, 1.66822647759650193e-03, 1.09691555559233461e-01, 1.38684222373349486e-01, 1.21415526190989179e-01, 1.39298967479052654e-01, 4.17056619399125861e-01, 1.16440103760587057e+01
4565, 2.09142021629999988e+01, 2.47720588235296972e+01, 1.40742758603998180e-01, 5.64379797959133154e-03, 5.00250001920760610e+02, 1.22655152692114893e+03, 1.22632695475773835e+03, 1.74396676391823866e-05, 1.50291901671362610e-01, 1.66815733915196820e-03, 1.09476515808333022e-01, 1.38702294603794407e-01, 1.22092458408006796e-01, 1.39468710089446141e-01, 4.17039334787991989e-01, 1.16541155124301241e+01
4566, 2.09183300479999978e+01, 2.47794117647061682e+01, 1.41052002419003925e-01, 5.59922959190963312e-03, 5.00250001920760951e+02, 1.22655132652005227e+03, 1.22632696034872083e+03, 1.74346839245350231e-05, 1.51828727694933413e-01, 1.66808771637818307e-03, 1.09192792080876275e-01, 1.38720981990931025e-01, 1.22674483794644656e-01, 1.39637014628738454e-01, 4.17021929094545885e-01, 1.16332224435115315e+01
4567, 2.09224827289999986e+01, 2.47867647058826392e+01, 1.41401719961499833e-01, 5.54810428759933919e-03, 5.00250001920760951e+02, 1.22655112694205854e+03, 1.22632697927746699e+03, 1.74297618946708463e-05, 1.53312649911560683e-01, 1.66802175353359923e-03, 1.08852173131177482e-01, 1.38740301047226428e-01, 1.23157248687935816e-01, 1.39803868468670517e-01, 4.17005438383399651e-01, 1.15769356078231773e+01
4568, 2.09266126669999970e+01, 2.47941176470591103e+01, 1.41636629459781088e-01, 5.56628662757998466e-03, 5.00250001920760724e+02, 1.22655092818615958e+03, 1.22632701985281665e+03, 1.74249162105767515e-05, 1.54708680193010761e-01, 1.66796380804201975e-03, 1.08868967126581367e-01, 1.38760268476922494e-01, 1.23539948295473392e-01, 1.39969258994047774e-01, 4.16990952010505234e-01, 1.14816645727223516e+01
4569, 2.09306427469999967e+01, 2.48014705882355813e+01, 1.41761011816452343e-01, 5.59700046380108042e-03, 5.00250001920760553e+02, 1.22655073025117827e+03, 1.22632705741307882e+03, 1.74201684785521366e-05, 1.55966993271909632e-01, 1.66791768625800777e-03, 1.09000603759472764e-01, 1.38780901062761114e-01, 1.23824980188604772e-01, 1.40133173156371638e-01, 4.16979421564502073e-01, 1.13447501647875590e+01
4570, 2.09346737599999990e+01, 2.48088235294120523e+01, 1.41782356419427241e-01, 5.61758105988848910e-03, 5.00250001920761235e+02, 1.22655053313579378e+03, 1.22632707072771996e+03, 1.74155453131378816e-05, 1.57026252817753148e-01, 1.66788603454866833e-03, 1.09033327896128338e-01, 1.38802215524273659e-01, 1.24119252434729224e-01, 1.40295597153197837e-01, 4.16971508637166977e-01, 1.12657132711374572e+01
4571, 2.09390130309999982e+01, 2.48161764705885233e+01, 1.42005518762505750e-01, 5.62813980558425717e-03, 5.00250001920760837e+02, 1.22655033683856345e+03, 1.22632708603610376e+03, 1.74110758393825304e-05, 1.57818494053508396e-01, 1.66787003822012011e-03, 1.08972273295991615e-01, 1.38824228378318731e-01, 1.24764957283344607e-01, 1.40456516329887982e-01, 4.16967509555029980e-01, 1.13210318110535351e+01
4572, 2.09430957909999975e+01, 2.48235294117649943e+01, 1.42555142420813991e-01, 5.62868823203451635e-03, 5.00250001920761179e+02, 1.22655014135794545e+03, 1.22632710012817188e+03, 1.74067888548760874e-05, 1.58275054241793389e-01, 1.66786948983635051e-03, 1.08824219893811303e-01, 1.38846955824217355e-01, 1.25325944001938389e-01, 1.40615915342390624e-01, 4.16967372459087549e-01, 1.13588710325288496e+01
4573, 2.09472031059999999e+01, 2.48308823529414653e+01, 1.43003860140358763e-01, 5.61914540326844542e-03, 5.00250001920760837e+02, 1.22654994669230837e+03, 1.22632709386966803e+03, 1.74027098941555618e-05, 1.58332830120394147e-01, 1.66788318041387069e-03, 1.08832285143196011e-01, 1.38870413663698455e-01, 1.25806063842795690e-01, 1.40773778546218725e-01, 4.16970795103467629e-01, 1.13745833775383396e+01
4574, 2.09514610649999966e+01, 2.48382352941179363e+01, 1.43357630363716543e-01, 5.62357684145055152e-03, 5.00250001920760837e+02, 1.22654975283993485e+03, 1.22632710385180144e+03, 1.73988584376235622e-05, 1.59202867979781254e-01, 1.66790947210338067e-03, 1.08778541165963430e-01, 1.38894617254214259e-01, 1.26211106803212680e-01, 1.40930090508146394e-01, 4.16977368025845452e-01, 1.13640471998703738e+01
4575, 2.09557305349999972e+01, 2.48455882352944073e+01, 1.43624823123394807e-01, 5.63383932950412177e-03, 5.00250001920761065e+02, 1.22654955979902252e+03, 1.22632712837599502e+03, 1.73952454863479433e-05, 1.59848551138466743e-01, 1.66794685648917387e-03, 1.08662644229445784e-01, 1.38919581486550037e-01, 1.26776489409694243e-01, 1.41084836493684640e-01, 4.16986714122293378e-01, 1.13238120899639085e+01
4576, 2.09599752389999985e+01, 2.48529411764708783e+01, 1.43815449871786655e-01, 5.63204708051578094e-03, 5.00250001920761179e+02, 1.22654936756766938e+03, 1.22632716778639838e+03, 1.73918716873037763e-05, 1.60104399605197206e-01, 1.66799430507341999e-03, 1.08525673731193692e-01, 1.38945320775911457e-01, 1.27288824119669963e-01, 1.41238002779645405e-01, 4.16998576268354793e-01, 1.12512007966712577e+01
